vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
ARMOR-T90-02434,298.7,307.7,1284,41.3,163
ARMOR-T90-02435,307.5,305.3,2281,36.1,233
ARMOR-T90-02436,300.1,316.7,2190,22.7,120
ARMOR-T90-02437,300.0,307.7,1910,49.3,192
ARMOR-T90-02438,299.4,308.0,1408,41.5,240
ARMOR-T90-02439,302.0,308.6,2471,63.6,84
ARMOR-T90-02440,297.0,306.7,2434,72.2,204
ARMOR-T90-02441,302.2,313.3,1238,53.1,242
ARMOR-T90-02442,302.0,306.0,2475,17.3,217
ARMOR-T90-02443,304.9,306.7,2125,58.3,172
ARMOR-T90-02444,305.8,313.4,1961,18.9,136
ARMOR-T90-02445,300.7,309.4,2636,58.1,36
ARMOR-T90-02446,298.9,314.2,2145,63.0,86
ARMOR-T90-02447,298.4,312.2,2669,28.8,128
ARMOR-T90-02448,297.5,308.3,1251,72.4,193
ARMOR-T90-02449,295.7,313.5,1573,78.8,62
ARMOR-T90-02450,299.5,306.5,2749,71.9,42
ARMOR-T90-02451,298.5,312.0,2130,36.4,155
ARMOR-T90-02452,307.6,310.7,1355,56.1,99
ARMOR-T90-02453,302.3,308.5,2765,79.0,158
ARMOR-T90-02454,299.5,312.9,2313,37.4,104
ARMOR-T90-02455,302.5,316.3,1878,72.4,196
ARMOR-T90-02456,296.8,318.0,1550,15.7,228
ARMOR-T90-02457,300.8,312.9,1268,15.3,216
ARMOR-T90-02458,303.1,310.3,2386,68.2,7
ARMOR-T90-02459,301.4,307.9,2465,68.3,161
ARMOR-T90-02460,300.2,308.3,2718,70.2,230
ARMOR-T90-02461,307.9,311.2,2606,80.1,48
ARMOR-T90-02462,306.4,309.8,2275,23.3,95
ARMOR-T90-02463,303.1,316.9,1853,31.2,185
ARMOR-T90-02464,302.4,309.8,1262,78.3,122
ARMOR-T90-02465,303.1,309.9,1708,27.4,202
ARMOR-T90-02466,297.6,310.0,1491,62.8,46
ARMOR-T90-02467,300.1,315.9,2314,52.1,24
ARMOR-T90-02468,295.5,313.5,2647,20.8,130
ARMOR-T90-02469,301.2,313.0,2020,35.0,172
ARMOR-T90-02470,302.1,309.3,2588,51.4,113
ARMOR-T90-02471,298.0,315.6,1349,74.7,179
ARMOR-T90-02472,307.5,305.5,2494,64.5,223
ARMOR-T90-02473,306.8,316.3,2080,58.5,243
ARMOR-T90-02474,304.4,311.7,2339,49.7,98
ARMOR-T90-02475,301.9,310.2,1903,35.9,95
ARMOR-T90-02476,306.3,311.5,1715,23.3,33
ARMOR-T90-02477,296.7,313.7,2464,43.6,228
ARMOR-T90-02478,305.3,305.2,1229,17.0,243
ARMOR-T90-02479,296.6,316.3,2366,29.8,196
ARMOR-T90-02480,305.3,310.8,1525,45.3,108
ARMOR-T90-02481,298.6,309.5,2148,44.3,91
ARMOR-T90-02482,306.4,306.8,1215,18.1,219
ARMOR-T90-02483,307.3,310.7,1310,56.2,7
ARMOR-T90-02484,296.9,311.5,2071,53.5,154
ARMOR-T90-02485,301.0,310.2,1912,20.5,207
ARMOR-T90-02486,307.8,313.8,1306,81.0,62
ARMOR-T90-02487,301.3,310.5,1578,22.0,81
ARMOR-T90-02488,306.2,317.5,1361,74.8,24
ARMOR-T90-02489,302.7,312.8,1482,15.0,185
ARMOR-T90-02490,299.9,315.5,1468,76.8,175
ARMOR-T90-02491,298.7,306.4,1683,16.4,128
ARMOR-T90-02492,297.6,310.2,1866,68.0,7
ARMOR-T90-02493,304.9,309.4,2296,40.3,123
ARMOR-T90-02494,300.0,312.4,2420,66.7,148
ARMOR-T90-02495,301.6,316.2,2466,43.1,97
ARMOR-T90-02496,301.4,306.0,1797,20.0,215
ARMOR-T90-02497,302.5,305.9,1998,68.7,100
ARMOR-T90-02498,306.3,316.1,2482,20.0,217
ARMOR-T90-02499,307.7,307.8,1997,79.5,110
ARMOR-T90-02500,300.3,313.7,2372,18.6,205
ARMOR-T90-02501,305.8,312.1,1589,48.6,249
ARMOR-T90-02502,304.9,315.8,1615,65.6,156
ARMOR-T90-02503,302.5,306.6,1625,42.5,157
ARMOR-T90-02504,307.4,306.7,2196,30.2,2
ARMOR-T90-02505,297.6,312.2,2440,68.1,134
ARMOR-T90-02506,296.4,317.3,2066,69.9,99
ARMOR-T90-02507,306.1,310.4,1285,79.6,10
ARMOR-T90-02508,300.7,309.3,2439,41.3,159
ARMOR-T90-02509,306.0,312.9,1622,50.4,58
ARMOR-T90-02510,306.6,317.1,2543,40.4,249
ARMOR-T90-02511,295.8,315.9,1317,33.0,139
ARMOR-T90-02512,306.5,317.9,2158,67.6,78
ARMOR-T90-02513,300.8,305.3,2081,38.8,37
ARMOR-T90-02514,301.6,306.5,2191,45.0,121
ARMOR-T90-02515,303.1,312.9,1614,43.3,151
ARMOR-T90-02516,307.0,315.7,1798,64.9,64
ARMOR-T90-02517,295.2,308.7,1239,79.2,145
ARMOR-T90-02518,301.2,308.1,2384,61.7,45
ARMOR-T90-02519,303.9,315.2,1902,48.0,124
ARMOR-T90-02520,304.4,305.7,1736,69.5,55
ARMOR-T90-02521,304.0,309.8,1619,59.9,190
ARMOR-T90-02522,296.7,311.6,1863,19.2,6
ARMOR-T90-02523,298.9,312.3,1294,21.7,233
ARMOR-T90-02524,299.7,314.5,2665,17.7,104
ARMOR-T90-02525,305.5,309.6,2781,47.0,193
ARMOR-T90-02526,298.6,313.0,2172,72.8,39
ARMOR-T90-02527,297.7,312.6,1849,36.9,181
ARMOR-T90-02528,307.4,312.1,2689,41.9,158
ARMOR-T90-02529,295.1,313.3,1487,78.7,96
ARMOR-T90-02530,308.0,308.4,1611,73.6,51
ARMOR-T90-02531,303.8,306.1,1599,61.6,221
ARMOR-T90-02532,305.8,306.6,1727,33.7,30
ARMOR-T90-02533,298.8,307.9,2241,23.2,161
ARMOR-T90-02534,295.2,311.5,1335,16.1,6
ARMOR-T90-02535,304.6,315.9,2687,22.5,216
ARMOR-T90-02536,305.8,314.1,1958,35.5,143
ARMOR-T90-02537,304.6,315.3,2471,53.6,149
ARMOR-T90-02538,296.9,309.6,2042,19.5,227
ARMOR-T90-02539,304.8,310.3,1909,24.5,180
ARMOR-T90-02540,305.0,310.1,2224,27.7,90
ARMOR-T90-02541,303.6,307.5,1580,59.2,16
ARMOR-T90-02542,305.0,305.8,1708,58.1,124
ARMOR-T90-02543,306.0,312.7,2683,53.6,3
ARMOR-T90-02544,303.0,317.9,2728,32.5,188
ARMOR-T90-02545,296.2,307.2,2005,41.0,121
ARMOR-T90-02546,301.3,305.6,1675,21.8,98
ARMOR-T90-02547,296.0,315.1,2780,30.9,232
ARMOR-T90-02548,300.3,308.3,2153,77.8,213
ARMOR-T90-02549,300.3,315.8,2048,83.6,238
ARMOR-T90-02550,295.9,314.2,2096,60.3,179
ARMOR-T90-02551,299.5,317.3,1231,79.2,162
ARMOR-T90-02552,296.4,310.3,1317,60.0,171
ARMOR-T90-02553,305.5,313.6,2407,17.3,142
ARMOR-T90-02554,307.3,311.0,1390,84.8,60
ARMOR-T90-02555,295.9,313.2,1273,21.9,243
ARMOR-T90-02556,307.4,310.8,1822,62.8,231
ARMOR-T90-02557,301.8,307.5,2326,32.7,171
ARMOR-T90-02558,298.9,311.6,2070,42.4,20
ARMOR-T90-02559,296.0,311.9,1785,60.2,76
ARMOR-T90-02560,301.5,315.5,1619,45.6,46
ARMOR-T90-02561,305.3,314.6,1672,32.5,74
ARMOR-T90-02562,304.2,313.6,1313,38.4,48
ARMOR-T90-02563,295.7,306.5,2602,38.9,180
ARMOR-T90-02564,295.9,314.4,2536,82.2,247
ARMOR-T90-02565,300.2,311.5,1529,70.9,26
ARMOR-T90-02566,298.8,316.6,1538,47.1,30
ARMOR-T90-02567,298.0,317.0,1437,29.0,171
ARMOR-T90-02568,298.7,305.7,2396,71.8,31
ARMOR-T90-02569,305.4,315.7,1278,26.0,243
ARMOR-T90-02570,307.1,305.5,1663,29.7,157
ARMOR-T90-02571,300.3,309.8,1804,40.6,17
ARMOR-T90-02572,306.8,312.0,2724,76.6,124
ARMOR-T90-02573,299.2,306.9,1761,24.2,62
ARMOR-T90-02574,301.2,314.7,1484,23.6,127
ARMOR-T90-02575,297.9,305.1,1422,49.6,15
ARMOR-T90-02576,303.3,307.2,1792,34.3,162
ARMOR-T90-02577,307.7,312.6,2489,54.8,189
ARMOR-T90-02578,302.8,314.3,1572,46.6,136
ARMOR-T90-02579,299.7,316.9,2456,45.4,61
ARMOR-T90-02580,303.4,314.2,2110,22.8,38
ARMOR-T90-02581,296.6,313.7,2027,24.9,178
ARMOR-T90-02582,306.6,310.1,1435,72.5,228
ARMOR-T90-02583,301.5,305.0,1870,77.0,114
ARMOR-T90-02584,300.8,306.6,2027,31.4,137
ARMOR-T90-02585,302.6,311.9,1962,22.9,179
ARMOR-T90-02586,303.1,313.8,2537,18.7,139
ARMOR-T90-02587,295.9,310.4,1579,57.6,71
ARMOR-T90-02588,303.9,314.5,1993,65.1,61
ARMOR-T90-02589,298.1,311.8,1813,41.1,130
ARMOR-T90-02590,304.3,306.0,1762,62.6,82
ARMOR-T90-02591,305.7,307.5,1619,64.9,122
ARMOR-T90-02592,305.5,315.9,1251,80.5,138
ARMOR-T90-02593,302.2,314.4,2018,19.5,135
ARMOR-T90-02594,301.8,316.6,2732,28.5,217
ARMOR-T90-02595,296.9,306.5,1404,19.8,108
ARMOR-T90-02596,305.1,317.9,2200,75.8,121
ARMOR-T90-02597,298.5,307.7,1930,70.5,150
ARMOR-T90-02598,301.5,305.2,1456,55.2,118
ARMOR-T90-02599,298.7,318.0,1384,20.9,137
ARMOR-T90-02600,296.7,308.7,1344,34.1,17
ARMOR-T90-02601,303.2,313.7,2237,35.8,75
ARMOR-T90-02602,295.7,307.3,1445,54.3,166
ARMOR-T90-02603,304.7,312.5,1386,33.1,153
ARMOR-T90-02604,299.1,316.8,2560,20.1,10
ARMOR-T90-02605,295.0,309.2,2482,66.2,137
ARMOR-T90-02606,301.6,313.7,2065,35.9,130
ARMOR-T90-02607,295.6,307.4,1239,46.7,61
ARMOR-T90-02608,298.6,313.1,1800,23.9,70
ARMOR-T90-02609,304.2,309.4,2161,71.2,60
ARMOR-T90-02610,295.8,307.7,2641,54.6,131
ARMOR-T90-02611,305.9,309.1,2185,78.1,60
ARMOR-T90-02612,295.0,307.3,2574,49.7,231
ARMOR-T90-02613,298.2,316.7,1208,80.9,135
ARMOR-T90-02614,304.6,310.2,1549,77.4,101
ARMOR-T90-02615,299.1,308.2,1283,55.4,12
ARMOR-T90-02616,296.3,310.8,1732,80.4,11
ARMOR-T90-02617,299.7,309.2,2188,37.6,34
ARMOR-T90-02618,298.5,314.7,1557,40.6,229
ARMOR-T90-02619,306.0,317.6,1577,18.2,181
ARMOR-T90-02620,299.1,310.7,1371,56.2,50
ARMOR-T90-02621,305.3,316.2,2248,65.5,42
ARMOR-T90-02622,306.6,312.4,1592,69.1,227
ARMOR-T90-02623,300.6,307.0,2326,25.5,110
ARMOR-T90-02624,306.8,314.0,1901,46.1,65
ARMOR-T90-02625,299.9,311.7,2459,27.4,14
ARMOR-T90-02626,307.5,313.5,2633,61.3,176
ARMOR-T90-02627,296.2,316.6,1748,26.1,161
ARMOR-T90-02628,303.9,310.7,1983,78.3,38
ARMOR-T90-02629,301.4,316.7,1531,31.1,25
ARMOR-T90-02630,300.0,314.8,1993,35.4,111
ARMOR-T90-02631,303.2,311.4,2755,74.6,196
ARMOR-T90-02632,304.2,312.8,1848,47.1,175
ARMOR-T90-02633,295.1,309.2,2182,16.7,216
ARMOR-T90-02634,297.2,317.8,2252,49.6,50
ARMOR-T90-02635,304.3,313.7,1742,20.9,225
ARMOR-T90-02636,303.7,305.6,2242,84.0,110
ARMOR-T90-02637,307.6,309.2,2371,56.2,131
ARMOR-T90-02638,304.9,313.1,2694,33.0,97
ARMOR-T90-02639,307.4,305.7,1690,54.5,154
ARMOR-T90-02640,304.1,305.3,1482,20.4,118
ARMOR-T90-02641,298.9,310.9,2061,71.0,169
ARMOR-T90-02642,296.4,309.3,1312,79.8,245
ARMOR-T90-02643,305.2,310.7,2678,76.2,55
ARMOR-T90-02644,303.4,308.4,2553,38.9,220
ARMOR-T90-02645,295.6,307.1,2478,37.8,68
ARMOR-T90-02646,299.7,314.0,2622,17.5,145
ARMOR-T90-02647,307.4,311.7,2061,60.6,188
ARMOR-T90-02648,301.5,307.6,1809,52.4,3
ARMOR-T90-02649,300.6,309.2,1707,47.2,128
ARMOR-T90-02650,301.0,312.7,1665,78.5,49
ARMOR-T90-02651,297.7,305.9,2023,26.8,83
ARMOR-T90-02652,299.8,306.9,2630,15.7,69
ARMOR-T90-02653,299.8,306.0,1808,20.1,147
ARMOR-T90-02654,295.7,315.6,2321,30.6,19
ARMOR-T90-02655,305.0,314.8,1489,17.3,173
ARMOR-T90-02656,300.4,314.8,2067,50.2,26
ARMOR-T90-02657,305.7,314.3,2379,37.0,25
ARMOR-T90-02658,306.1,313.7,1981,27.6,159
ARMOR-T90-02659,297.8,311.2,1361,67.5,9
ARMOR-T90-02660,303.5,313.3,1823,29.3,81
ARMOR-T90-02661,301.1,305.5,1916,63.1,104
ARMOR-T90-02662,306.4,313.1,2320,39.4,139
ARMOR-T90-02663,297.8,315.1,2600,50.8,201
ARMOR-T90-02664,303.8,311.5,1766,80.4,87
ARMOR-T90-02665,302.9,309.6,2673,17.6,23
ARMOR-T90-02666,298.8,308.6,2193,50.0,116
ARMOR-T90-02667,296.8,313.4,2340,74.8,178
ARMOR-T90-02668,303.5,314.0,2729,56.2,165
ARMOR-T90-02669,304.6,316.3,2412,34.4,45
ARMOR-T90-02670,299.1,309.5,2699,42.8,216
ARMOR-T90-02671,303.4,315.0,2546,62.6,135
ARMOR-T90-02672,300.1,312.3,1795,77.4,54
ARMOR-T90-02673,304.3,316.5,2403,17.9,77
ARMOR-T90-02674,297.6,311.9,2404,20.0,234
ARMOR-T90-02675,306.6,311.7,2158,37.8,158
ARMOR-T90-02676,298.7,312.5,2212,31.3,87
ARMOR-T90-02677,299.8,314.7,2510,33.5,15
ARMOR-T90-02678,295.8,317.5,1674,30.5,147
ARMOR-T90-02679,296.4,306.0,1817,28.7,37
ARMOR-T90-02680,301.7,305.7,1840,24.1,110
ARMOR-T90-02681,298.5,317.2,1461,80.4,14
ARMOR-T90-02682,305.9,311.9,2746,25.1,77
ARMOR-T90-02683,295.2,313.0,1361,29.3,244
ARMOR-T90-02684,299.9,311.3,2710,32.2,75
ARMOR-T90-02685,299.4,306.2,1380,80.3,161
ARMOR-T90-02686,295.3,315.0,1924,67.9,71
ARMOR-T90-02687,296.6,314.7,1668,70.3,18
ARMOR-T90-02688,300.4,309.1,1220,22.3,237
ARMOR-T90-02689,301.4,309.0,2498,73.5,196
ARMOR-T90-02690,300.3,315.9,1459,43.6,119
ARMOR-T90-02691,301.9,305.9,2556,33.4,218
ARMOR-T90-02692,302.7,316.5,1665,55.3,62
ARMOR-T90-02693,295.1,308.3,2339,72.6,104
ARMOR-T90-02694,301.0,312.7,2636,69.5,204
ARMOR-T90-02695,307.5,317.2,1736,77.3,31
ARMOR-T90-02696,301.7,313.8,2151,80.0,222
ARMOR-T90-02697,303.8,310.4,1965,31.7,232
ARMOR-T90-02698,299.1,314.0,2158,44.7,109
ARMOR-T90-02699,305.1,309.5,2133,16.0,164
ARMOR-T90-02700,305.0,308.6,2050,76.6,193
ARMOR-T90-02701,301.8,318.0,2480,25.8,6
ARMOR-T90-02702,307.7,314.8,2391,75.3,175
ARMOR-T90-02703,296.6,313.4,1732,38.1,138
ARMOR-T90-02704,295.2,309.6,1214,40.8,202
ARMOR-T90-02705,305.0,305.6,1249,17.7,86
ARMOR-T90-02706,305.5,305.4,2198,37.9,30
ARMOR-T90-02707,296.6,312.2,1503,77.2,171
ARMOR-T90-02708,298.5,314.9,2710,16.8,44
ARMOR-T90-02709,295.2,312.0,1615,43.4,199
ARMOR-T90-02710,298.8,315.9,1504,17.2,55
ARMOR-T90-02711,305.1,305.4,1395,41.0,159
ARMOR-T90-02712,301.7,309.8,2012,27.1,239
ARMOR-T90-02713,299.5,308.1,1999,32.7,148
ARMOR-T90-02714,299.8,310.8,1587,76.4,30
ARMOR-T90-02715,295.0,305.9,1956,45.5,0
ARMOR-T90-02716,298.9,317.4,1654,34.2,204
ARMOR-T90-02717,303.4,307.9,1912,56.3,138
ARMOR-T90-02718,307.7,317.0,1904,24.9,92
ARMOR-T90-02719,306.0,310.5,2047,33.2,67
ARMOR-T90-02720,295.3,317.8,2533,53.2,35
ARMOR-T90-02721,306.7,312.2,2350,31.6,78
ARMOR-T90-02722,305.2,317.1,1374,62.5,186
ARMOR-T90-02723,305.1,305.1,2357,49.4,66
ARMOR-T90-02724,301.0,314.7,2289,69.0,183
ARMOR-T90-02725,300.2,316.7,2616,81.4,50
ARMOR-T90-02726,298.9,306.8,2588,23.1,156
ARMOR-T90-02727,295.9,306.2,1478,38.4,212
ARMOR-T90-02728,298.0,310.5,1957,37.4,129
ARMOR-T90-02729,298.2,317.1,1562,25.6,5
ARMOR-T90-02730,301.3,312.1,1370,71.7,158
ARMOR-T90-02731,304.7,311.9,2274,68.2,53
ARMOR-T90-02732,301.2,306.8,2551,48.9,87
ARMOR-T90-02733,295.8,305.0,1864,52.6,167
ARMOR-T90-02734,307.5,315.5,1791,19.2,144
ARMOR-T90-02735,307.3,306.1,2130,53.9,4
ARMOR-T90-02736,305.2,313.2,2368,70.4,1
ARMOR-T90-02737,307.9,316.9,1473,55.2,57
ARMOR-T90-02738,302.1,307.7,2378,33.6,11
ARMOR-T90-02739,307.5,313.6,1707,61.7,4
ARMOR-T90-02740,296.0,306.0,1562,40.3,105
ARMOR-T90-02741,299.8,312.8,2548,53.1,187
ARMOR-T90-02742,297.9,307.1,2047,49.1,168
ARMOR-T90-02743,297.5,314.6,1854,41.7,147
ARMOR-T90-02744,296.8,308.9,1497,65.3,199
ARMOR-T90-02745,303.1,311.0,1693,76.9,128
ARMOR-T90-02746,305.2,312.8,1745,15.4,55
ARMOR-T90-02747,302.5,307.2,1503,80.4,69
ARMOR-T90-02748,296.9,314.6,2690,50.8,55
ARMOR-T90-02749,305.5,308.9,2103,64.1,53
ARMOR-T90-02750,303.3,313.6,1438,74.9,138
ARMOR-T90-02751,300.0,307.1,1849,47.7,2
ARMOR-T90-02752,303.8,313.9,2740,73.4,94
ARMOR-T90-02753,298.4,306.7,2083,27.4,27
ARMOR-T90-02754,299.5,310.5,2399,26.1,110
ARMOR-T90-02755,306.9,308.2,1609,61.0,106
ARMOR-T90-02756,298.8,314.7,1925,75.9,119
ARMOR-T90-02757,301.1,308.4,2587,77.5,132
ARMOR-T90-02758,306.6,316.5,2246,60.1,123
ARMOR-T90-02759,304.2,316.6,1517,51.8,89
ARMOR-T90-02760,295.8,307.6,1724,38.2,15
ARMOR-T90-02761,296.9,313.0,2104,83.6,244
ARMOR-T90-02762,295.1,306.1,2499,37.4,30
ARMOR-T90-02763,303.2,310.1,2223,67.1,27
ARMOR-T90-02764,300.8,314.3,1819,52.2,134
ARMOR-T90-02765,296.7,313.6,2152,57.6,229
ARMOR-T90-02766,307.5,313.1,2452,42.5,136
ARMOR-T90-02767,301.9,308.7,2331,82.5,38
ARMOR-T90-02768,298.1,309.9,2000,55.0,226
ARMOR-T90-02769,301.5,306.3,2115,80.6,170
ARMOR-T90-02770,303.8,314.3,2399,15.5,26
ARMOR-T90-02771,296.0,311.6,1519,55.1,75
ARMOR-T90-02772,298.6,314.2,2509,65.2,116
ARMOR-T90-02773,305.5,308.2,2075,67.2,88
ARMOR-T90-02774,301.0,309.2,1528,78.3,106
ARMOR-T90-02775,302.1,309.3,1952,15.3,220
ARMOR-T90-02776,300.6,305.3,1856,15.0,222
ARMOR-T90-02777,295.6,309.4,2579,48.1,121
ARMOR-T90-02778,297.2,315.4,2237,17.1,125
ARMOR-T90-02779,300.8,316.7,2498,83.2,97
ARMOR-T90-02780,297.7,311.7,1270,30.5,32
ARMOR-T90-02781,295.6,310.9,2026,48.1,90
ARMOR-T90-02782,306.0,305.4,2418,19.3,183
ARMOR-T90-02783,307.8,316.4,2064,51.5,119
ARMOR-T90-02784,305.3,305.2,2127,41.6,1
ARMOR-T90-02785,306.1,317.3,2746,18.1,141
ARMOR-T90-02786,298.1,311.4,1305,38.5,12
ARMOR-T90-02787,307.5,309.4,1969,42.4,23
ARMOR-T90-02788,297.6,317.0,2092,84.3,68
ARMOR-T90-02789,307.4,305.3,1395,29.6,33
ARMOR-T90-02790,307.9,312.6,1344,53.1,246
ARMOR-T90-02791,304.3,312.1,2573,84.1,86
ARMOR-T90-02792,307.8,307.9,2647,70.4,18
ARMOR-T90-02793,302.4,310.6,1670,84.5,29
ARMOR-T90-02794,298.4,313.5,1415,82.8,48
ARMOR-T90-02795,300.7,314.5,2316,49.3,170
ARMOR-T90-02796,302.7,305.0,1459,63.7,143
ARMOR-T90-02797,296.0,317.2,2133,22.7,179
ARMOR-T90-02798,303.1,307.1,1774,45.9,113
ARMOR-T90-02799,307.8,308.0,2764,71.6,115
ARMOR-T90-02800,297.5,308.4,1484,50.4,231
ARMOR-T90-02801,305.3,305.5,1683,64.2,225
ARMOR-T90-02802,306.8,306.6,1571,67.2,176
ARMOR-T90-02803,307.3,317.8,1269,32.7,138
ARMOR-T90-02804,307.5,309.1,1578,76.3,77
ARMOR-T90-02805,301.8,306.5,2502,47.2,239
ARMOR-T90-02806,307.7,306.4,1501,29.7,174
ARMOR-T90-02807,304.8,314.4,1454,75.6,206
ARMOR-T90-02808,297.1,316.1,2143,44.2,34
ARMOR-T90-02809,301.2,308.3,1891,67.5,249
ARMOR-T90-02810,304.3,305.3,2487,53.4,70
ARMOR-T90-02811,298.2,307.9,2033,41.7,156
ARMOR-T90-02812,303.3,305.7,1916,71.7,107
ARMOR-T90-02813,303.7,306.3,1623,55.9,53
ARMOR-T90-02814,297.1,310.6,1412,42.3,213
ARMOR-T90-02815,302.3,308.0,1299,22.7,22
ARMOR-T90-02816,305.0,311.7,2335,77.7,151
ARMOR-T90-02817,301.5,308.3,1507,17.5,226
ARMOR-T90-02818,295.2,317.2,1877,75.4,242
ARMOR-T90-02819,295.1,316.8,1674,40.2,9
ARMOR-T90-02820,299.6,312.4,2771,59.8,60
ARMOR-T90-02821,307.0,309.6,1311,79.6,135
ARMOR-T90-02822,298.0,310.0,2310,25.6,47
ARMOR-T90-02823,303.2,310.4,1382,54.7,111
ARMOR-T90-02824,297.9,314.5,1796,68.5,203
ARMOR-T90-02825,299.2,310.9,1364,68.0,220
ARMOR-T90-02826,306.0,316.1,2014,51.8,125
ARMOR-T90-02827,304.5,317.3,1289,58.7,156
ARMOR-T90-02828,296.2,309.4,1654,68.0,86
ARMOR-T90-02829,300.6,312.3,1437,73.9,25
ARMOR-T90-02830,295.4,306.2,1733,68.3,164
ARMOR-T90-02831,301.3,307.6,1926,39.8,223
ARMOR-T90-02832,303.6,310.4,1257,84.8,51
ARMOR-T90-02833,296.5,307.7,1741,45.4,165
ARMOR-T90-02834,298.8,316.4,2221,16.7,248
ARMOR-T90-02835,300.2,307.1,1817,40.4,5
ARMOR-T90-02836,307.0,310.9,1601,23.9,7
ARMOR-T90-02837,307.9,312.9,2205,23.5,16
ARMOR-T90-02838,295.6,314.0,2041,34.7,75
ARMOR-T90-02839,304.9,310.0,2038,18.7,189
ARMOR-T90-02840,299.8,316.3,1718,63.2,213
ARMOR-T90-02841,300.1,312.4,1396,20.2,205
ARMOR-T90-02842,304.8,310.7,1245,29.2,33
ARMOR-T90-02843,306.9,305.9,1729,21.5,146
ARMOR-T90-02844,307.4,311.0,2620,19.4,69
ARMOR-T90-02845,302.5,315.7,2199,33.7,81
ARMOR-T90-02846,299.6,313.0,1975,55.0,227
ARMOR-T90-02847,305.2,315.8,1273,82.5,117
ARMOR-T90-02848,298.3,311.4,2639,76.3,164
ARMOR-T90-02849,302.3,306.5,1534,76.3,37
ARMOR-T90-02850,299.7,305.2,1832,27.3,142
ARMOR-T90-02851,303.5,308.9,1887,33.5,101
ARMOR-T90-02852,298.1,314.1,1774,20.3,39
ARMOR-T90-02853,297.5,315.3,1495,69.5,136
ARMOR-T90-02854,306.9,308.8,2307,19.9,52
ARMOR-T90-02855,296.3,311.4,2238,54.0,245
ARMOR-T90-02856,301.6,310.5,2357,32.4,197
ARMOR-T90-02857,297.9,310.3,1677,32.0,117
ARMOR-T90-02858,295.5,308.0,1832,84.4,65
ARMOR-T90-02859,295.5,306.8,1518,68.0,79
ARMOR-T90-02860,297.3,307.6,2615,73.6,51
ARMOR-T90-02861,306.3,305.7,1678,55.0,128
ARMOR-T90-02862,298.7,307.6,1567,76.0,157
ARMOR-T90-02863,307.4,305.1,1566,60.2,123
ARMOR-T90-02864,302.6,313.2,2511,81.2,111
ARMOR-T90-02865,300.7,309.1,1577,34.7,224
ARMOR-T90-02866,302.5,317.7,1662,56.7,0
ARMOR-T90-02867,301.7,307.5,1212,63.3,166
ARMOR-T90-02868,304.9,309.5,1735,42.5,15
ARMOR-T90-02869,298.7,309.7,2391,76.6,144
ARMOR-T90-02870,299.6,305.1,1469,83.6,111
ARMOR-T90-02871,306.6,315.9,2293,49.6,111
ARMOR-T90-02872,307.3,305.4,2541,42.3,101
ARMOR-T90-02873,306.6,317.2,1575,48.0,81
ARMOR-T90-02874,300.5,316.6,2312,74.7,149
ARMOR-T90-02875,305.1,312.0,1456,60.2,213
ARMOR-T90-02876,301.2,312.1,1416,18.1,98
ARMOR-T90-02877,301.5,313.5,1649,53.0,158
ARMOR-T90-02878,297.7,310.0,2093,16.2,39
ARMOR-T90-02879,302.7,313.4,2767,69.5,154
ARMOR-T90-02880,297.4,305.6,2364,38.0,35
ARMOR-T90-02881,299.3,305.7,2384,48.0,124
ARMOR-T90-02882,306.1,310.9,1231,70.9,246
ARMOR-T90-02883,297.7,312.1,2375,18.3,3
ARMOR-T90-02884,295.9,316.5,2483,26.1,240
ARMOR-T90-02885,295.9,306.4,2502,42.9,117
ARMOR-T90-02886,307.2,315.7,2508,31.1,196
ARMOR-T90-02887,301.6,307.7,1809,38.7,24
ARMOR-T90-02888,300.3,310.1,2116,84.9,94
ARMOR-T90-02889,305.5,309.1,1741,72.8,77
ARMOR-T90-02890,305.9,310.2,1347,76.9,157
ARMOR-T90-02891,299.3,307.0,1855,80.6,174
ARMOR-T90-02892,304.0,311.5,1266,38.9,248
ARMOR-T90-02893,305.0,315.4,1769,35.8,11
ARMOR-T90-02894,303.5,310.7,2502,31.4,26
ARMOR-T90-02895,297.0,311.4,1947,73.1,172
ARMOR-T90-02896,306.4,316.0,1642,62.6,215
ARMOR-T90-02897,302.0,314.2,2096,31.5,62
ARMOR-T90-02898,298.7,311.4,1598,41.4,54
ARMOR-T90-02899,300.5,308.4,2351,50.5,157
ARMOR-T90-02900,295.5,316.5,2560,52.0,81
ARMOR-T90-02901,296.7,312.5,1681,77.2,13
ARMOR-T90-02902,305.0,307.9,2147,41.6,55
ARMOR-T90-02903,295.0,308.5,1385,78.6,146
ARMOR-T90-02904,300.4,315.4,1368,45.9,85
ARMOR-T90-02905,301.8,305.6,2483,67.2,25
ARMOR-T90-02906,295.7,317.9,2781,80.1,198
ARMOR-T90-02907,307.7,306.7,1706,78.5,91
ARMOR-T90-02908,297.9,315.3,1720,19.0,165
ARMOR-T90-02909,299.0,310.1,2694,29.4,196
ARMOR-T90-02910,299.0,311.4,1360,48.4,35
ARMOR-T90-02911,298.0,316.4,2512,45.2,145
ARMOR-T90-02912,295.0,310.4,1539,59.9,184
ARMOR-T90-02913,304.5,312.0,2725,81.1,77
ARMOR-T90-02914,307.6,305.6,2329,22.9,111
