asset_id,vibration_g_rms,bearing_temp_c,shaft_rpm,kurtosis
AST-BRG-01076,0.0531,75.2,1434,3.13
AST-BRG-01077,0.0488,64.0,1760,3.05
AST-BRG-01078,0.0695,60.1,2525,3.2
AST-BRG-01079,0.0612,56.5,1237,3.14
AST-BRG-01080,0.0745,70.6,2359,3.39
AST-BRG-01081,0.0765,69.5,1620,3.17
AST-BRG-01082,0.074,44.7,2442,3.33
AST-BRG-01083,0.0427,63.3,1547,2.95
AST-BRG-01084,0.0474,68.2,3031,3.03
AST-BRG-01085,0.0666,69.2,2769,3.21
AST-BRG-01086,0.0568,47.6,3118,3.5
AST-BRG-01087,1.6417,79.5,3520,7.13
AST-BRG-01088,0.0759,36.5,3101,3.39
AST-BRG-01089,0.0403,56.3,3555,3.05
AST-BRG-01090,0.1895,81.8,2597,3.35
AST-BRG-01091,0.0585,68.8,3024,2.98
AST-BRG-01092,0.1905,50.7,2428,3.46
AST-BRG-01093,0.1716,76.7,1604,3.32
AST-BRG-01094,0.158,69.0,2921,3.3
AST-BRG-01095,0.1931,82.8,2420,3.74
AST-BRG-01096,0.1603,79.1,1314,3.21
AST-BRG-01097,0.4583,71.6,2876,4.28
AST-BRG-01098,0.4538,64.3,1264,4.16
AST-BRG-01099,0.0549,43.0,2499,3.24
AST-BRG-01100,0.0504,50.7,2024,3.26
AST-BRG-01101,0.0445,60.1,3486,3.1
AST-BRG-01102,0.0599,71.0,3549,3.13
AST-BRG-01103,0.2084,65.8,2615,3.76
AST-BRG-01104,0.0602,52.3,2168,3.47
AST-BRG-01105,0.066,35.4,1568,3.08
AST-BRG-01106,0.0788,64.8,1432,3.06
AST-BRG-01107,0.054,52.1,3442,3.47
AST-BRG-01108,0.0441,79.1,2106,3.12
AST-BRG-01109,0.1516,36.4,2120,3.51
AST-BRG-01110,0.0608,70.1,1888,3.17
AST-BRG-01111,0.0658,91.5,1376,3.04
AST-BRG-01112,0.0492,45.5,3464,3.28
AST-BRG-01113,0.8975,63.3,2234,5.36
AST-BRG-01114,0.6225,40.5,2669,4.48
AST-BRG-01115,0.4998,72.5,1829,4.32
AST-BRG-01116,0.0699,68.0,1363,3.45
AST-BRG-01117,0.0405,59.4,3300,3.26
AST-BRG-01118,0.0441,66.3,3465,2.97
AST-BRG-01119,0.0529,88.8,2023,3.26
AST-BRG-01120,0.0594,46.8,1255,3.37
AST-BRG-01121,1.444,36.4,1317,6.89
AST-BRG-01122,0.6084,86.7,1997,4.7
AST-BRG-01123,0.0558,69.6,1979,3.03
AST-BRG-01124,0.1893,88.4,2638,3.7
AST-BRG-01125,0.1507,70.8,3093,3.58
AST-BRG-01126,0.0465,83.6,1907,2.93
AST-BRG-01127,0.156,60.8,2303,3.44
AST-BRG-01128,0.0755,80.0,1221,3.19
AST-BRG-01129,0.0608,89.8,2700,3.35
AST-BRG-01130,0.0459,69.3,2042,3.04
AST-BRG-01131,0.189,45.8,2960,3.63
AST-BRG-01132,0.0464,51.1,2316,3.46
AST-BRG-01133,0.044,46.9,1391,3.39
AST-BRG-01134,0.0631,49.8,2218,3.51
AST-BRG-01135,0.0472,53.4,2326,3.51
AST-BRG-01136,0.0723,68.3,1595,2.99
AST-BRG-01137,0.056,70.3,2218,3.31
AST-BRG-01138,0.049,60.6,1766,3.17
AST-BRG-01139,0.0402,71.9,1430,3.42
AST-BRG-01140,0.0544,39.9,2073,3.09
AST-BRG-01141,0.0452,40.3,1439,3.5
AST-BRG-01142,0.0497,45.3,1289,3.29
AST-BRG-01143,0.072,66.1,3479,3.46
AST-BRG-01144,0.0658,47.8,1656,3.02
AST-BRG-01145,0.0788,52.0,3480,3.11
AST-BRG-01146,0.0465,59.0,1553,3.37
AST-BRG-01147,0.1416,83.7,2204,3.17
AST-BRG-01148,0.0679,35.8,2556,3.46
AST-BRG-01149,0.046,74.0,1638,2.92
AST-BRG-01150,0.0567,75.1,2598,3.34
AST-BRG-01151,1.2595,82.9,1544,6.17
AST-BRG-01152,0.0409,91.0,1856,3.27
AST-BRG-01153,0.1237,36.2,3377,3.53
AST-BRG-01154,0.0646,44.2,3388,3.17
AST-BRG-01155,0.0572,88.2,2316,3.01
AST-BRG-01156,0.0404,62.5,1825,2.94
AST-BRG-01157,0.0776,68.9,1483,3.35
AST-BRG-01158,0.8278,74.8,3179,5.18
AST-BRG-01159,0.1818,75.7,2878,3.7
AST-BRG-01160,0.069,90.9,1422,3.28
AST-BRG-01161,0.0691,94.8,1943,3.23
AST-BRG-01162,0.0628,78.2,1662,3.2
AST-BRG-01163,0.0448,52.2,2768,2.93
AST-BRG-01164,0.0475,87.8,2905,3.12
AST-BRG-01165,1.0461,38.0,2363,6.0
AST-BRG-01166,0.0493,48.9,2936,3.45
AST-BRG-01167,0.1649,88.8,2246,3.41
AST-BRG-01168,0.0452,50.4,1864,3.27
AST-BRG-01169,0.0643,48.2,2556,3.47
AST-BRG-01170,0.0737,43.3,2214,3.25
AST-BRG-01171,0.0554,86.5,3332,2.95
AST-BRG-01172,0.0678,65.0,2254,3.01
AST-BRG-01173,0.0429,75.5,2964,3.21
AST-BRG-01174,0.065,49.3,3487,3.54
AST-BRG-01175,0.062,80.5,3113,3.37
AST-BRG-01176,0.0666,80.6,1562,3.01
AST-BRG-01177,0.075,53.8,2612,3.1
AST-BRG-01178,0.5895,59.6,1867,4.74
AST-BRG-01179,0.1636,47.6,3080,3.71
AST-BRG-01180,0.0633,93.6,2594,3.33
AST-BRG-01181,0.0451,73.7,1298,3.3
AST-BRG-01182,0.4587,91.1,3294,3.96
AST-BRG-01183,0.0516,53.2,1621,3.43
AST-BRG-01184,0.0751,81.9,2703,3.46
AST-BRG-01185,0.0405,81.0,1261,3.06
AST-BRG-01186,1.369,76.5,2332,6.65
AST-BRG-01187,0.0686,92.9,2902,3.1
AST-BRG-01188,0.0653,58.6,1797,2.99
AST-BRG-01189,1.0448,42.8,1591,5.53
AST-BRG-01190,1.5365,75.3,2275,6.75
AST-BRG-01191,0.8246,78.8,2512,5.06
AST-BRG-01192,0.0634,69.5,3229,3.21
AST-BRG-01193,0.0719,47.4,3584,3.28
AST-BRG-01194,0.2192,65.3,2009,3.63
AST-BRG-01195,0.0504,53.7,2605,3.09
AST-BRG-01196,0.0799,60.6,2359,3.02
AST-BRG-01197,0.1402,73.7,2731,3.51
AST-BRG-01198,0.0429,79.7,2585,3.14
AST-BRG-01199,0.0629,48.9,2080,3.14
AST-BRG-01200,0.2068,59.3,2799,3.84
AST-BRG-01201,0.0461,51.1,1453,3.36
AST-BRG-01202,1.755,46.9,3267,7.7
AST-BRG-01203,0.0535,82.0,2368,3.23
AST-BRG-01204,0.1268,89.6,2431,3.2
AST-BRG-01205,0.0445,57.2,1365,3.33
AST-BRG-01206,0.0774,80.1,2773,3.12
AST-BRG-01207,0.1257,88.8,1816,3.38
AST-BRG-01208,0.0503,85.8,2825,2.96
AST-BRG-01209,0.0735,46.0,1702,3.48
AST-BRG-01210,0.0622,92.4,2112,3.03
AST-BRG-01211,0.0672,57.6,3326,3.51
AST-BRG-01212,0.0785,55.4,1784,3.51
AST-BRG-01213,0.0575,38.7,3158,3.22
AST-BRG-01214,0.1744,64.2,1595,3.68
AST-BRG-01215,0.0582,41.5,2831,3.32
AST-BRG-01216,1.4325,49.9,3080,6.86
AST-BRG-01217,1.3523,54.0,1601,6.44
AST-BRG-01218,0.0637,83.5,2174,3.43
AST-BRG-01219,0.1956,87.5,1423,3.57
AST-BRG-01220,0.0772,53.1,1717,3.56
AST-BRG-01221,0.0645,86.5,1435,3.25
AST-BRG-01222,0.0607,86.4,1315,3.23
AST-BRG-01223,0.2018,80.9,1425,3.78
AST-BRG-01224,0.0675,43.8,3477,3.46
AST-BRG-01225,0.0435,76.4,1381,3.24
AST-BRG-01226,0.0644,91.7,2541,3.07
AST-BRG-01227,1.4973,76.0,1409,6.82
AST-BRG-01228,0.1307,54.9,2615,3.71
AST-BRG-01229,0.1785,65.0,3343,3.7
AST-BRG-01230,0.1205,73.7,2093,3.59
AST-BRG-01231,0.1851,65.6,3081,3.28
AST-BRG-01232,1.2543,42.2,2309,6.22
AST-BRG-01233,0.0468,53.7,3226,3.31
AST-BRG-01234,0.6632,83.1,1593,4.96
AST-BRG-01235,0.1368,86.7,2043,3.17
AST-BRG-01236,0.0598,43.2,2724,3.46
AST-BRG-01237,0.0692,92.1,1803,3.3
AST-BRG-01238,0.0586,54.7,1781,3.06
AST-BRG-01239,1.3908,74.7,3242,6.47
AST-BRG-01240,0.0536,80.1,3139,3.1
AST-BRG-01241,0.0653,83.7,1332,3.28
AST-BRG-01242,0.0484,91.7,3468,2.95
AST-BRG-01243,0.5373,53.8,2175,4.24
AST-BRG-01244,0.1503,86.5,3013,3.66
AST-BRG-01245,0.0557,42.9,2743,3.02
AST-BRG-01246,0.0789,77.3,2557,3.14
AST-BRG-01247,0.0742,79.5,1238,3.26
AST-BRG-01248,0.051,75.7,2516,3.24
AST-BRG-01249,0.0749,50.1,1361,3.45
AST-BRG-01250,0.0645,87.4,3109,3.23
AST-BRG-01251,0.0493,45.1,2327,3.4
AST-BRG-01252,0.4965,38.2,3408,4.41
AST-BRG-01253,0.2013,78.0,2858,3.37
AST-BRG-01254,0.4799,63.5,3163,4.09
AST-BRG-01255,0.2006,85.9,2257,3.56
AST-BRG-01256,1.4199,58.0,3489,6.59
AST-BRG-01257,0.0649,45.1,2166,3.41
AST-BRG-01258,0.0486,85.2,2089,3.27
AST-BRG-01259,0.079,67.9,3360,3.23
AST-BRG-01260,0.0461,46.4,3565,3.02
AST-BRG-01261,1.3186,78.2,3270,6.23
AST-BRG-01262,0.054,65.7,2866,3.28
AST-BRG-01263,0.07,71.3,2641,3.23
AST-BRG-01264,0.1716,62.7,2267,3.54
AST-BRG-01265,0.0474,84.7,1327,3.02
AST-BRG-01266,1.0664,84.8,1357,5.86
AST-BRG-01267,1.5237,77.6,2026,7.12
AST-BRG-01268,1.477,41.3,3090,6.65
AST-BRG-01269,0.077,85.3,1711,3.29
AST-BRG-01270,0.5128,75.3,3292,4.67
AST-BRG-01271,0.0576,76.8,3466,3.14
AST-BRG-01272,0.1611,56.8,1642,3.56
AST-BRG-01273,1.2972,87.8,3562,6.1
AST-BRG-01274,0.0461,78.5,3424,3.28
AST-BRG-01275,0.0644,41.8,3475,3.01
AST-BRG-01276,0.0408,59.5,2926,3.48
AST-BRG-01277,0.0627,88.2,3206,3.39
AST-BRG-01278,0.1754,37.8,2895,3.71
AST-BRG-01279,0.065,92.7,1466,3.39
AST-BRG-01280,0.0578,75.7,2037,3.3
AST-BRG-01281,0.1417,72.9,1688,3.42
AST-BRG-01282,0.8288,51.2,1901,5.39
AST-BRG-01283,0.0742,49.9,1886,3.56
AST-BRG-01284,0.0771,91.5,2195,3.29
AST-BRG-01285,0.0697,52.9,1556,3.53
AST-BRG-01286,0.0679,81.5,2071,3.32
AST-BRG-01287,0.073,58.6,3173,3.31
AST-BRG-01288,0.0637,43.4,3451,3.23
AST-BRG-01289,0.0543,35.6,1751,3.06
AST-BRG-01290,1.4845,67.7,3010,6.51
AST-BRG-01291,0.4933,93.5,1522,4.18
AST-BRG-01292,0.0514,57.1,3428,3.23
AST-BRG-01293,0.0551,56.4,1282,3.17
AST-BRG-01294,0.1801,55.6,3550,3.52
AST-BRG-01295,0.078,66.2,1461,3.58
AST-BRG-01296,1.0076,61.4,1983,5.53
AST-BRG-01297,0.2158,87.8,2423,3.61
AST-BRG-01298,0.0424,65.3,2113,2.99
AST-BRG-01299,0.0589,65.5,2143,2.98
AST-BRG-01300,0.0603,43.3,2518,3.42
AST-BRG-01301,0.0745,94.0,2735,3.33
AST-BRG-01302,1.2674,50.0,1888,6.42
AST-BRG-01303,0.078,39.4,2972,3.08
AST-BRG-01304,0.5388,74.8,2038,4.49
AST-BRG-01305,0.0437,70.7,2077,3.06
AST-BRG-01306,0.1663,59.9,1248,3.35
AST-BRG-01307,0.0624,60.3,1492,2.96
AST-BRG-01308,0.0673,82.1,2851,3.05
AST-BRG-01309,0.0504,46.7,1735,3.11
AST-BRG-01310,0.1335,84.2,1510,3.2
AST-BRG-01311,0.0617,73.9,1736,3.55
AST-BRG-01312,0.0568,60.1,3126,3.13
AST-BRG-01313,0.0776,62.5,1433,3.07
AST-BRG-01314,0.0545,50.4,2432,3.06
AST-BRG-01315,0.0434,80.1,3341,3.26
AST-BRG-01316,0.0693,65.8,3574,3.01
AST-BRG-01317,1.5449,54.3,3472,7.18
AST-BRG-01318,0.0622,70.8,2166,3.53
AST-BRG-01319,0.1679,94.7,2089,3.37
AST-BRG-01320,0.0525,61.1,3258,3.2
AST-BRG-01321,0.1868,90.2,1234,3.28
AST-BRG-01322,0.1599,55.7,1646,3.58
AST-BRG-01323,0.1352,38.3,2963,3.39
AST-BRG-01324,0.1296,47.3,2758,3.29
AST-BRG-01325,0.1719,60.1,1794,3.35
AST-BRG-01326,0.0777,48.2,3225,3.39
AST-BRG-01327,0.061,35.0,3476,3.2
AST-BRG-01328,0.9897,89.9,1543,5.38
AST-BRG-01329,0.052,85.6,2303,3.34
AST-BRG-01330,0.0643,79.5,2619,3.3
AST-BRG-01331,1.4654,45.1,2513,6.98
AST-BRG-01332,0.0774,42.2,2678,3.06
AST-BRG-01333,0.074,39.1,2351,3.46
AST-BRG-01334,0.0492,78.4,3121,3.33
AST-BRG-01335,0.0497,90.7,2582,2.99
AST-BRG-01336,0.1862,60.8,3322,3.68
AST-BRG-01337,0.0418,42.1,2769,3.17
AST-BRG-01338,0.0709,65.7,3094,3.54
AST-BRG-01339,0.0773,55.9,3443,3.08
AST-BRG-01340,0.0478,57.5,3066,3.31
AST-BRG-01341,0.1703,72.3,1228,3.45
AST-BRG-01342,0.0763,78.1,1905,3.56
AST-BRG-01343,0.2192,41.6,2220,3.55
AST-BRG-01344,0.1322,37.1,3263,3.71
AST-BRG-01345,0.1296,94.7,2646,3.66
AST-BRG-01346,1.7434,49.0,2859,7.32
AST-BRG-01347,0.0636,38.2,2166,3.44
AST-BRG-01348,0.069,46.4,3476,3.57
AST-BRG-01349,0.0758,37.3,1772,3.14
AST-BRG-01350,0.2069,58.5,2806,3.58
AST-BRG-01351,0.0642,83.1,1814,3.27
AST-BRG-01352,0.0406,55.5,1525,3.08
AST-BRG-01353,0.0636,61.7,1558,2.97
AST-BRG-01354,0.0491,75.5,3010,3.05
AST-BRG-01355,0.2026,65.5,3571,3.48
AST-BRG-01356,0.0597,86.7,2921,3.22
AST-BRG-01357,0.0701,87.0,2549,3.08
AST-BRG-01358,0.0583,35.6,1364,3.47
AST-BRG-01359,0.0704,81.7,2796,3.4
AST-BRG-01360,0.0454,62.6,2827,2.96
AST-BRG-01361,0.0683,94.3,2376,3.36
AST-BRG-01362,0.055,64.0,2350,3.33
AST-BRG-01363,0.0409,94.2,1392,3.48
AST-BRG-01364,0.7025,80.3,1291,4.56
AST-BRG-01365,0.0799,49.9,1338,3.15
AST-BRG-01366,0.1322,67.3,1680,3.69
AST-BRG-01367,0.051,94.5,2556,3.49
AST-BRG-01368,1.083,86.5,1539,5.94
AST-BRG-01369,0.0782,40.8,2275,3.45
AST-BRG-01370,0.078,77.4,1998,3.05
AST-BRG-01371,0.4269,55.7,1674,4.18
AST-BRG-01372,0.1273,35.4,2662,3.26
AST-BRG-01373,0.0536,59.2,1804,3.04
AST-BRG-01374,0.0571,49.1,2020,3.43
AST-BRG-01375,0.0677,84.1,1797,3.05
AST-BRG-01376,0.0564,55.2,2732,3.22
AST-BRG-01377,0.0655,84.7,1713,3.53
AST-BRG-01378,1.5757,35.0,2726,6.85
AST-BRG-01379,0.1437,53.5,3077,3.75
AST-BRG-01380,0.0433,49.5,2899,3.5
AST-BRG-01381,0.0456,49.0,2229,3.25
AST-BRG-01382,0.0717,39.1,1699,3.08
AST-BRG-01383,0.0509,46.2,2884,3.12
AST-BRG-01384,0.0423,68.3,1916,3.16
AST-BRG-01385,0.0794,52.5,2341,3.18
AST-BRG-01386,0.0433,60.0,2708,3.08
AST-BRG-01387,0.0727,57.6,1865,3.57
AST-BRG-01388,0.921,87.6,3408,5.19
AST-BRG-01389,0.123,89.3,3517,3.55
AST-BRG-01390,1.2229,64.6,2279,5.86
AST-BRG-01391,0.0648,54.8,1427,3.32
AST-BRG-01392,0.4814,41.4,1348,4.55
AST-BRG-01393,0.063,92.2,2269,3.13
AST-BRG-01394,0.0517,38.6,2367,3.04
AST-BRG-01395,0.165,52.9,1831,3.6
AST-BRG-01396,0.1589,52.9,2563,3.62
AST-BRG-01397,0.0434,54.2,1612,3.32
AST-BRG-01398,0.0749,44.9,2955,3.18
AST-BRG-01399,0.0617,82.0,1719,3.11
AST-BRG-01400,0.0536,42.3,2567,3.51
AST-BRG-01401,0.6725,73.1,3522,5.04
AST-BRG-01402,0.0581,42.4,2302,3.22
AST-BRG-01403,0.072,39.2,1797,3.49
AST-BRG-01404,0.0402,89.6,2859,3.17
AST-BRG-01405,0.0428,46.4,2885,3.16
AST-BRG-01406,1.6227,84.3,3360,6.95
AST-BRG-01407,0.1868,67.7,3388,3.52
AST-BRG-01408,0.0689,39.7,3124,3.29
AST-BRG-01409,1.0015,92.3,1929,5.32
AST-BRG-01410,0.6241,49.8,1788,4.63
AST-BRG-01411,0.0421,86.6,1576,3.37
AST-BRG-01412,0.0747,45.1,2607,3.39
AST-BRG-01413,0.0437,86.2,3069,3.29
AST-BRG-01414,0.1279,35.8,1950,3.67
AST-BRG-01415,0.1918,65.7,1826,3.29
AST-BRG-01416,0.0649,81.2,2829,3.3
AST-BRG-01417,0.0746,91.1,2194,3.46
AST-BRG-01418,0.0465,89.6,2783,3.24
AST-BRG-01419,1.2613,84.2,1902,6.15
AST-BRG-01420,0.079,88.3,3259,3.08
AST-BRG-01421,0.0478,47.0,2379,3.45
AST-BRG-01422,0.0669,52.1,1676,3.25
AST-BRG-01423,0.1918,52.3,1600,3.81
AST-BRG-01424,0.0798,57.6,3424,3.35
AST-BRG-01425,0.0678,58.6,1256,3.37
AST-BRG-01426,0.0609,67.7,3075,3.43
AST-BRG-01427,0.0597,44.6,1647,3.34
AST-BRG-01428,1.4845,76.5,1402,6.75
AST-BRG-01429,0.4908,45.1,2856,4.34
AST-BRG-01430,0.0498,53.6,1937,3.41
AST-BRG-01431,0.1599,65.2,1401,3.42
AST-BRG-01432,0.1435,82.8,2553,3.39
AST-BRG-01433,0.0444,79.4,2091,2.97
AST-BRG-01434,1.4271,73.7,1415,6.92
AST-BRG-01435,0.0589,44.3,1222,3.0
AST-BRG-01436,0.0539,67.8,3402,3.32
AST-BRG-01437,0.0455,40.2,2409,3.16
AST-BRG-01438,0.1409,57.6,3496,3.4
AST-BRG-01439,0.0552,59.8,1948,3.35
AST-BRG-01440,0.0431,37.4,2004,2.95
AST-BRG-01441,0.0433,51.4,1333,3.26
AST-BRG-01442,0.0434,92.3,1520,3.37
AST-BRG-01443,0.0763,92.2,1633,3.49
AST-BRG-01444,0.0467,56.1,2245,3.02
AST-BRG-01445,0.1523,37.6,2072,3.72
AST-BRG-01446,0.0573,45.7,3298,3.34
AST-BRG-01447,0.1368,58.5,3423,3.67
AST-BRG-01448,0.2023,91.9,1452,3.6
AST-BRG-01449,0.074,43.5,2165,3.31
AST-BRG-01450,0.0703,80.8,1938,3.53
AST-BRG-01451,0.1869,41.5,2329,3.81
AST-BRG-01452,0.078,93.9,2539,3.26
AST-BRG-01453,1.261,57.9,1501,6.12
AST-BRG-01454,0.0538,81.5,3177,3.17
AST-BRG-01455,0.0701,55.6,3515,3.21
AST-BRG-01456,0.9071,72.7,1750,5.24
AST-BRG-01457,1.2913,46.5,2678,6.19
AST-BRG-01458,0.1224,43.8,2515,3.62
AST-BRG-01459,0.0638,91.3,2787,3.0
AST-BRG-01460,0.0456,90.1,3022,3.32
AST-BRG-01461,0.0457,88.2,3024,3.02
AST-BRG-01462,0.0723,72.5,2364,3.19
AST-BRG-01463,0.0686,83.5,1513,3.01
AST-BRG-01464,0.1981,39.1,1383,3.46
AST-BRG-01465,0.0626,55.1,2887,3.42
AST-BRG-01466,0.0712,53.8,1912,3.51
AST-BRG-01467,0.046,73.1,3375,3.05
AST-BRG-01468,0.0416,56.4,2510,3.18
AST-BRG-01469,0.2094,43.9,1470,3.61
AST-BRG-01470,0.0526,70.8,2994,3.46
AST-BRG-01471,0.1226,83.9,2010,3.56
AST-BRG-01472,0.1824,57.9,1397,3.56
AST-BRG-01473,0.0582,42.9,2279,3.35
AST-BRG-01474,1.2449,46.8,2426,6.42
AST-BRG-01475,0.5378,49.2,2844,4.15
AST-BRG-01476,0.8416,53.0,1827,5.15
AST-BRG-01477,0.0608,73.6,1803,3.5
AST-BRG-01478,0.0597,71.1,2361,3.39
AST-BRG-01479,0.0532,76.8,2645,3.26
AST-BRG-01480,0.0749,56.8,2280,3.31
AST-BRG-01481,0.0573,84.4,2785,3.15
AST-BRG-01482,0.0633,47.2,3318,3.27
AST-BRG-01483,0.1806,63.1,2110,3.64
AST-BRG-01484,0.0727,83.1,1793,3.23
AST-BRG-01485,0.076,45.8,2595,3.42
AST-BRG-01486,0.0727,41.6,1799,3.5
AST-BRG-01487,0.1604,88.0,1713,3.29
AST-BRG-01488,0.0743,55.6,3095,3.26
AST-BRG-01489,0.0569,76.0,3331,3.19
AST-BRG-01490,0.077,36.5,2266,3.4
AST-BRG-01491,0.0422,76.4,3157,3.06
AST-BRG-01492,0.1824,54.0,2009,3.64
AST-BRG-01493,0.0621,38.3,3380,3.48
AST-BRG-01494,0.0637,71.6,2288,3.21
AST-BRG-01495,0.0764,49.4,1489,3.54
AST-BRG-01496,0.0631,58.2,1968,3.55
AST-BRG-01497,0.0679,39.8,1670,3.03
AST-BRG-01498,0.0709,43.8,3396,3.12
AST-BRG-01499,0.0511,52.9,1287,3.5
AST-BRG-01500,0.0469,40.4,1989,3.49
AST-BRG-01501,0.0454,89.6,2864,2.97
AST-BRG-01502,0.0597,35.4,2509,2.96
AST-BRG-01503,0.0511,64.0,2064,3.02
AST-BRG-01504,0.056,42.4,2493,3.54
AST-BRG-01505,0.0742,53.5,1223,3.09
AST-BRG-01506,0.0731,90.6,3086,3.28
AST-BRG-01507,0.0751,44.7,1510,3.5
AST-BRG-01508,0.0412,92.9,2684,2.92
AST-BRG-01509,0.0718,47.3,2431,3.34
AST-BRG-01510,0.2191,79.5,1905,3.51
AST-BRG-01511,1.2908,67.8,2559,6.54
AST-BRG-01512,0.0619,88.1,1621,3.12
AST-BRG-01513,0.0455,68.2,2973,3.33
AST-BRG-01514,0.7013,67.1,3568,4.96
AST-BRG-01515,0.0635,46.7,2146,3.09
AST-BRG-01516,0.0763,45.0,2386,3.01
AST-BRG-01517,0.2131,90.0,3034,3.58
AST-BRG-01518,0.0581,54.7,2764,3.12
AST-BRG-01519,0.1288,57.3,2048,3.61
AST-BRG-01520,0.1982,80.6,2789,3.78
AST-BRG-01521,0.0462,55.3,2518,3.19
AST-BRG-01522,0.0651,92.1,3289,3.33
AST-BRG-01523,0.0704,79.3,3147,3.34
AST-BRG-01524,0.0434,70.8,2508,3.4
AST-BRG-01525,0.2079,87.9,1586,3.57
AST-BRG-01526,0.0657,38.0,3235,3.13
AST-BRG-01527,0.1936,50.4,2361,3.44
AST-BRG-01528,0.1438,62.9,3225,3.48
AST-BRG-01529,0.8946,48.6,1915,5.31
AST-BRG-01530,0.0465,79.6,1625,3.18
AST-BRG-01531,0.0796,90.2,2639,3.05
AST-BRG-01532,0.0656,60.4,3273,3.4
AST-BRG-01533,1.2303,55.5,1584,6.0
AST-BRG-01534,0.6307,92.7,1255,4.5
AST-BRG-01535,0.0607,61.7,1305,3.2
AST-BRG-01536,0.0726,64.3,1869,3.12
AST-BRG-01537,0.0663,56.1,1575,3.32
AST-BRG-01538,0.064,89.6,1942,3.18
AST-BRG-01539,0.0654,69.1,2166,3.23
AST-BRG-01540,1.0432,80.7,1507,5.73
AST-BRG-01541,0.0653,83.7,3338,3.09
AST-BRG-01542,0.1208,55.5,2001,3.2
AST-BRG-01543,0.0759,61.0,1309,3.52
AST-BRG-01544,0.0597,85.9,2864,3.21
AST-BRG-01545,0.0692,56.8,1539,3.22
AST-BRG-01546,0.2068,82.6,2788,3.34
AST-BRG-01547,0.0739,91.5,2178,3.28
AST-BRG-01548,0.0452,72.4,3115,3.25
AST-BRG-01549,0.0418,79.5,1367,3.24
AST-BRG-01550,0.1998,83.3,1756,3.72
AST-BRG-01551,0.0489,85.7,2104,3.03
AST-BRG-01552,0.0775,58.7,1304,3.15
AST-BRG-01553,0.0674,38.1,3247,3.45
AST-BRG-01554,0.4604,59.1,3397,4.52
AST-BRG-01555,0.0601,75.4,1345,3.03
AST-BRG-01556,0.0758,62.0,2073,3.29
AST-BRG-01557,0.0448,79.9,1498,3.04
AST-BRG-01558,0.1434,56.4,2936,3.19
AST-BRG-01559,0.0714,73.1,1845,3.17
AST-BRG-01560,0.0658,46.2,1837,3.05
AST-BRG-01561,0.0566,80.0,3486,3.37
AST-BRG-01562,1.4769,67.7,1983,6.81
AST-BRG-01563,0.0491,47.2,2096,3.01
AST-BRG-01564,0.0729,52.5,1570,2.99
AST-BRG-01565,0.0703,79.9,1686,3.46
AST-BRG-01566,0.2038,64.0,3237,3.42
AST-BRG-01567,0.123,48.0,3412,3.47
AST-BRG-01568,0.0469,93.0,2560,3.12
AST-BRG-01569,0.079,77.9,1391,3.35
AST-BRG-01570,0.0639,92.4,1929,3.15
AST-BRG-01571,0.0796,60.6,3461,3.05
AST-BRG-01572,0.0609,63.5,2156,3.09
AST-BRG-01573,0.0718,88.9,1580,3.09
AST-BRG-01574,0.0678,66.5,1997,3.23
AST-BRG-01575,0.0638,77.4,1438,3.35
AST-BRG-01576,0.1628,50.1,2305,3.37
AST-BRG-01577,0.0548,61.8,2586,2.94
AST-BRG-01578,0.2071,42.4,3449,3.63
AST-BRG-01579,0.0568,47.4,2727,3.31
AST-BRG-01580,1.5017,35.1,2867,7.13
AST-BRG-01581,0.0683,37.4,1236,3.32
AST-BRG-01582,0.0716,93.6,3196,3.26
AST-BRG-01583,0.0795,49.5,2625,3.34
AST-BRG-01584,0.0542,74.8,2690,3.49
AST-BRG-01585,0.1427,85.3,2424,3.65
AST-BRG-01586,0.1336,68.0,3222,3.33
AST-BRG-01587,0.0475,44.2,2032,3.06
AST-BRG-01588,1.2426,78.7,1796,6.06
AST-BRG-01589,0.0592,71.0,1899,3.25
AST-BRG-01590,0.81,78.9,2846,5.27
AST-BRG-01591,0.0705,81.2,3218,3.28
AST-BRG-01592,1.5423,93.5,1640,6.7
AST-BRG-01593,0.0587,69.4,3060,3.38
AST-BRG-01594,0.043,55.5,2840,3.39
AST-BRG-01595,0.7565,73.9,2729,4.87
AST-BRG-01596,0.0446,39.1,3567,3.31
AST-BRG-01597,0.0457,88.8,2294,3.17
AST-BRG-01598,0.0683,42.2,1767,3.5
AST-BRG-01599,0.0746,54.7,1435,3.49
AST-BRG-01600,0.0574,83.9,2504,3.26
AST-BRG-01601,0.0721,70.8,2385,3.4
AST-BRG-01602,0.6605,58.6,2232,4.98
AST-BRG-01603,0.0627,63.4,3307,3.25
AST-BRG-01604,0.0446,86.3,3040,3.1
AST-BRG-01605,1.4571,55.4,1424,6.89
AST-BRG-01606,0.0721,87.2,3042,3.11
AST-BRG-01607,0.9374,40.3,1781,5.38
AST-BRG-01608,0.0755,81.6,1368,3.51
AST-BRG-01609,0.0534,85.9,2665,3.37
AST-BRG-01610,0.0683,45.9,1213,3.21
AST-BRG-01611,0.0432,60.8,3411,3.04
AST-BRG-01612,0.05,44.9,2643,3.14
AST-BRG-01613,1.4644,77.4,3070,6.63
AST-BRG-01614,0.0414,67.1,2743,3.01
