asset_id,platform_type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,kurtosis,hydraulic_pressure_psi
DEF-01514,K9 Vajra Howitzer,293.6,304.2,1889,70.9,20,0.1534,3.42,151
DEF-01515,T-90 Bhishma MBT,300.1,314.7,2312,42.8,88,0.1538,3.1,205
DEF-01516,Arjun Mk-II MBT,296.6,307.4,2429,42.4,52,0.9731,5.92,200
DEF-01517,K9 Vajra Howitzer,308.2,321.8,1618,64.7,91,0.1135,2.99,152
DEF-01518,Su-30MKI Fighter,297.7,310.9,2446,58.9,83,0.074,3.12,160
DEF-01519,K9 Vajra Howitzer,308.3,322.9,2582,32.8,50,0.8292,5.58,181
DEF-01520,Su-30MKI Fighter,305.8,318.8,2839,39.7,62,0.0615,2.92,181
DEF-01521,Arjun Mk-II MBT,305.8,316.8,2090,46.3,6,0.0771,3.16,163
DEF-01522,Su-30MKI Fighter,298.6,313.3,2692,43.8,37,0.0333,2.96,148
DEF-01523,K9 Vajra Howitzer,293.8,306.2,2876,45.2,174,0.1831,3.48,156
DEF-01524,Arjun Mk-II MBT,293.2,307.9,2720,41.4,181,0.1649,3.4,143
DEF-01525,Arjun Mk-II MBT,304.0,316.3,2392,42.8,66,0.0619,2.92,164
DEF-01526,Su-30MKI Fighter,296.3,304.9,2789,69.1,169,0.1643,3.36,161
DEF-01527,K9 Vajra Howitzer,310.6,323.3,1474,47.1,129,0.0329,3.22,204
DEF-01528,BMP-2 Sarath ICV,297.4,310.5,2771,57.4,198,0.1238,3.42,143
DEF-01529,T-90 Bhishma MBT,297.3,308.0,1401,59.9,204,0.0635,2.85,215
DEF-01530,Su-30MKI Fighter,299.1,308.9,2875,46.7,90,0.0709,3.09,146
DEF-01531,Arjun Mk-II MBT,302.8,317.4,1405,49.7,192,0.0345,3.19,152
DEF-01532,K9 Vajra Howitzer,308.9,318.3,1834,68.4,221,0.1115,3.16,216
DEF-01533,BMP-2 Sarath ICV,310.1,318.6,2163,14.8,18,0.0455,3.13,155
DEF-01534,BMP-2 Sarath ICV,294.6,308.7,1755,48.4,158,0.1519,3.13,182
DEF-01535,Arjun Mk-II MBT,296.1,309.2,2176,41.5,176,1.2642,6.89,172
DEF-01536,K9 Vajra Howitzer,307.9,322.0,2135,85.6,22,0.1271,3.17,185
DEF-01537,Arjun Mk-II MBT,305.7,317.9,1351,20.3,142,0.0621,3.16,189
DEF-01538,T-90 Bhishma MBT,310.5,320.7,1254,55.9,161,0.0448,3.27,216
DEF-01539,T-90 Bhishma MBT,307.2,319.4,1366,67.5,226,0.0759,3.09,172
DEF-01540,T-90 Bhishma MBT,298.4,313.1,2354,72.5,89,0.036,2.98,159
DEF-01541,K9 Vajra Howitzer,301.9,313.6,1465,31.7,57,0.062,3.32,207
DEF-01542,Arjun Mk-II MBT,299.0,312.7,2653,41.4,216,0.0634,3.12,209
DEF-01543,Arjun Mk-II MBT,307.2,316.7,2355,74.3,47,0.032,2.74,203
DEF-01544,Su-30MKI Fighter,294.7,307.0,1946,68.3,99,0.0389,3.27,174
DEF-01545,Arjun Mk-II MBT,293.5,302.7,1260,67.0,24,0.1336,3.51,166
DEF-01546,T-90 Bhishma MBT,294.6,302.7,1133,68.5,31,0.1418,3.52,191
DEF-01547,Arjun Mk-II MBT,295.9,307.0,2756,22.8,198,0.0698,3.34,168
DEF-01548,T-90 Bhishma MBT,305.4,315.9,1955,55.5,0,1.432,7.62,169
DEF-01549,BMP-2 Sarath ICV,297.8,310.0,2742,41.3,44,0.1628,3.45,198
DEF-01550,Su-30MKI Fighter,297.8,307.0,1191,50.5,203,0.6606,4.8,148
DEF-01551,Arjun Mk-II MBT,296.0,309.3,2286,76.3,235,0.0663,3.35,154
DEF-01552,BMP-2 Sarath ICV,293.1,306.3,1741,67.8,205,0.0426,2.9,176
DEF-01553,Arjun Mk-II MBT,303.4,312.1,1291,23.1,179,0.057,2.84,180
DEF-01554,K9 Vajra Howitzer,310.5,323.5,2064,29.1,228,0.8704,5.49,183
DEF-01555,Su-30MKI Fighter,304.0,315.4,1466,86.8,198,0.0333,3.08,183
DEF-01556,K9 Vajra Howitzer,296.7,309.8,2780,47.1,98,0.2075,3.65,188
DEF-01557,Arjun Mk-II MBT,307.0,321.2,2793,25.3,98,0.0324,3.18,143
DEF-01558,Arjun Mk-II MBT,297.9,306.6,2512,51.9,213,0.225,3.67,171
DEF-01559,K9 Vajra Howitzer,298.1,311.3,1495,70.6,3,0.0424,3.23,152
DEF-01560,T-90 Bhishma MBT,301.6,313.4,2875,14.3,170,0.051,3.01,158
DEF-01561,Su-30MKI Fighter,299.0,311.0,1522,77.6,229,0.0312,3.09,171
DEF-01562,Su-30MKI Fighter,293.1,305.5,1976,70.6,166,0.0609,2.88,152
DEF-01563,Su-30MKI Fighter,297.4,306.0,1977,63.8,169,0.4981,4.46,174
DEF-01564,T-90 Bhishma MBT,310.6,319.0,2653,19.3,157,0.0325,2.89,196
DEF-01565,BMP-2 Sarath ICV,307.6,321.7,2006,30.0,87,0.0692,3.09,172
DEF-01566,T-90 Bhishma MBT,293.7,303.3,2845,80.0,31,0.0688,3.12,175
DEF-01567,BMP-2 Sarath ICV,294.4,305.1,1226,16.7,229,0.0798,2.95,191
DEF-01568,Su-30MKI Fighter,303.1,314.1,2190,23.4,158,0.0716,3.09,204
DEF-01569,Su-30MKI Fighter,296.3,308.2,2569,84.4,149,0.0686,2.95,162
DEF-01570,T-90 Bhishma MBT,308.9,321.3,1728,24.9,210,0.0672,2.95,141
DEF-01571,K9 Vajra Howitzer,300.3,314.3,1276,60.5,201,0.0672,3.28,163
DEF-01572,T-90 Bhishma MBT,305.2,316.8,2553,56.0,25,0.0779,2.93,183
DEF-01573,Su-30MKI Fighter,293.5,303.9,2803,81.7,140,0.0315,2.79,170
DEF-01574,Arjun Mk-II MBT,297.6,307.7,1581,19.9,139,0.2131,3.79,147
DEF-01575,K9 Vajra Howitzer,301.5,310.4,1764,62.3,95,0.0704,3.32,210
DEF-01576,K9 Vajra Howitzer,297.9,309.6,1328,87.7,170,0.0619,3.31,199
DEF-01577,Su-30MKI Fighter,298.4,307.0,1409,31.1,225,0.0547,3.11,165
DEF-01578,BMP-2 Sarath ICV,295.4,309.9,1769,17.3,227,0.0644,2.81,176
DEF-01579,Arjun Mk-II MBT,296.6,309.0,1783,75.4,62,0.0377,3.25,140
DEF-01580,T-90 Bhishma MBT,298.3,311.9,1209,50.2,128,0.0451,3.1,157
DEF-01581,K9 Vajra Howitzer,308.0,320.6,1184,37.8,226,0.6883,4.99,216
DEF-01582,Arjun Mk-II MBT,297.6,312.1,1485,67.8,111,0.0766,2.95,206
DEF-01583,Su-30MKI Fighter,294.0,303.6,2736,39.1,242,0.1909,3.45,214
DEF-01584,T-90 Bhishma MBT,293.1,304.1,1121,29.4,204,0.0567,2.87,211
DEF-01585,Arjun Mk-II MBT,300.4,314.6,2350,42.3,176,1.1406,6.7,143
DEF-01586,BMP-2 Sarath ICV,305.0,314.8,2363,38.4,136,0.9219,5.73,211
DEF-01587,T-90 Bhishma MBT,295.1,309.0,1819,43.0,78,0.0561,3.3,184
DEF-01588,K9 Vajra Howitzer,304.1,317.7,2055,86.1,29,0.0778,2.86,182
DEF-01589,Arjun Mk-II MBT,301.2,313.8,1736,16.1,82,0.203,3.47,162
DEF-01590,K9 Vajra Howitzer,304.7,317.7,2360,29.0,19,0.039,3.04,200
DEF-01591,Arjun Mk-II MBT,305.9,315.3,1210,72.8,159,0.0568,3.13,145
DEF-01592,BMP-2 Sarath ICV,304.9,319.1,1365,48.6,213,0.0799,3.4,192
DEF-01593,T-90 Bhishma MBT,296.5,305.9,2646,62.6,160,0.079,2.99,201
DEF-01594,K9 Vajra Howitzer,309.5,320.3,1123,23.0,136,0.1968,3.62,162
DEF-01595,T-90 Bhishma MBT,295.4,309.2,2855,79.5,215,0.0577,2.83,181
DEF-01596,T-90 Bhishma MBT,297.6,310.2,2716,38.2,174,0.06,2.81,150
DEF-01597,K9 Vajra Howitzer,311.5,322.9,1843,30.0,140,0.0337,3.0,171
DEF-01598,BMP-2 Sarath ICV,297.2,309.0,1276,66.1,114,0.0415,3.04,191
DEF-01599,Su-30MKI Fighter,302.7,313.9,1849,61.9,101,0.0394,3.26,142
DEF-01600,T-90 Bhishma MBT,297.2,312.1,2549,69.2,238,0.1235,3.29,153
DEF-01601,Su-30MKI Fighter,307.9,321.2,1704,78.3,93,0.139,3.48,215
DEF-01602,T-90 Bhishma MBT,300.5,315.4,2430,15.5,12,0.0552,2.98,157
DEF-01603,Su-30MKI Fighter,294.7,305.5,1542,44.3,42,0.0436,3.09,147
DEF-01604,T-90 Bhishma MBT,308.5,319.6,1775,45.1,57,0.5683,4.59,158
DEF-01605,K9 Vajra Howitzer,293.7,305.8,1787,12.1,107,0.0426,2.82,166
DEF-01606,K9 Vajra Howitzer,305.3,316.7,1480,47.2,204,0.0407,2.98,146
DEF-01607,Su-30MKI Fighter,309.7,322.7,2334,15.5,187,0.0769,2.94,175
DEF-01608,T-90 Bhishma MBT,300.4,313.2,1438,52.2,80,0.1669,3.63,202
DEF-01609,Su-30MKI Fighter,303.6,312.5,2243,35.2,82,0.0458,2.94,210
DEF-01610,Arjun Mk-II MBT,293.9,305.9,2720,34.7,119,0.1943,3.32,172
DEF-01611,Su-30MKI Fighter,307.6,316.8,1157,18.1,197,0.0526,3.2,153
DEF-01612,Su-30MKI Fighter,294.4,306.6,1621,82.5,85,0.0326,2.98,195
DEF-01613,K9 Vajra Howitzer,308.0,321.8,2396,21.7,112,0.128,3.32,195
DEF-01614,BMP-2 Sarath ICV,300.0,311.7,1718,16.2,127,0.039,3.13,155
DEF-01615,BMP-2 Sarath ICV,294.0,306.9,1425,35.0,39,0.039,3.09,207
DEF-01616,BMP-2 Sarath ICV,298.4,311.7,1410,17.9,131,0.0532,2.87,149
DEF-01617,BMP-2 Sarath ICV,295.7,305.9,1308,67.2,56,0.4578,4.48,170
DEF-01618,Su-30MKI Fighter,305.8,317.4,2513,63.7,87,0.1104,3.39,200
DEF-01619,Su-30MKI Fighter,299.5,307.7,2682,59.6,154,0.0355,2.99,202
DEF-01620,Arjun Mk-II MBT,293.8,307.9,2214,84.6,75,0.0576,3.02,209
DEF-01621,T-90 Bhishma MBT,309.3,321.7,2072,36.3,71,0.2193,3.31,156
DEF-01622,BMP-2 Sarath ICV,307.6,320.2,1345,74.7,47,0.0382,2.99,192
DEF-01623,Su-30MKI Fighter,308.0,318.3,2198,39.4,67,0.9789,5.89,181
DEF-01624,BMP-2 Sarath ICV,302.1,315.1,1559,34.0,91,0.0739,3.42,189
DEF-01625,BMP-2 Sarath ICV,295.1,305.8,1847,49.4,205,0.0769,2.88,173
DEF-01626,T-90 Bhishma MBT,296.4,308.8,1463,71.9,118,0.0516,2.98,141
DEF-01627,BMP-2 Sarath ICV,302.1,313.3,2324,35.8,222,1.2038,6.64,219
DEF-01628,K9 Vajra Howitzer,299.7,310.3,2580,26.4,160,0.0582,3.04,209
DEF-01629,BMP-2 Sarath ICV,293.3,302.3,1789,22.4,46,0.0347,2.96,152
DEF-01630,Su-30MKI Fighter,294.8,307.9,2403,27.5,29,0.0797,3.33,175
DEF-01631,K9 Vajra Howitzer,300.3,313.1,1657,49.8,193,0.0648,2.94,215
DEF-01632,K9 Vajra Howitzer,298.5,312.2,2870,43.8,181,0.0448,3.0,184
DEF-01633,BMP-2 Sarath ICV,297.9,309.3,2275,64.0,176,0.0563,3.11,188
DEF-01634,T-90 Bhishma MBT,308.1,316.6,1171,44.6,100,0.063,3.12,141
DEF-01635,Arjun Mk-II MBT,296.6,305.5,2184,64.7,86,0.0426,3.18,193
DEF-01636,Arjun Mk-II MBT,304.0,319.0,2014,61.8,25,0.0533,3.24,143
DEF-01637,K9 Vajra Howitzer,308.3,316.5,1469,83.7,77,0.0774,3.28,156
DEF-01638,Arjun Mk-II MBT,302.3,316.6,1262,15.9,75,0.0797,3.2,207
DEF-01639,BMP-2 Sarath ICV,303.1,315.1,2072,22.4,80,0.0439,3.12,204
DEF-01640,Arjun Mk-II MBT,305.6,320.5,2448,52.7,105,0.0656,2.98,146
DEF-01641,T-90 Bhishma MBT,295.8,307.4,2602,46.0,203,0.0348,3.02,173
DEF-01642,BMP-2 Sarath ICV,300.3,310.3,2680,48.1,195,0.5234,4.31,194
DEF-01643,K9 Vajra Howitzer,304.3,315.9,2673,12.8,73,0.0787,3.23,171
DEF-01644,Arjun Mk-II MBT,296.7,305.1,1199,19.2,45,0.0623,2.93,216
DEF-01645,BMP-2 Sarath ICV,306.6,317.9,1302,43.2,123,0.0634,3.31,172
DEF-01646,BMP-2 Sarath ICV,294.6,305.2,1553,68.2,50,0.1812,3.72,210
DEF-01647,Arjun Mk-II MBT,299.0,311.9,1835,18.6,211,0.0487,3.14,175
DEF-01648,BMP-2 Sarath ICV,296.4,309.2,2623,74.8,139,0.0675,2.99,159
DEF-01649,Su-30MKI Fighter,299.6,309.2,2764,74.5,135,0.0518,3.06,145
DEF-01650,K9 Vajra Howitzer,302.6,312.3,2504,35.9,170,1.0612,6.33,149
DEF-01651,BMP-2 Sarath ICV,304.9,313.9,1205,14.6,233,0.0624,3.01,195
DEF-01652,Su-30MKI Fighter,293.4,305.4,1952,67.0,96,0.1526,3.33,185
DEF-01653,K9 Vajra Howitzer,310.2,319.0,1773,38.6,55,0.0677,2.94,180
DEF-01654,T-90 Bhishma MBT,301.7,309.9,2318,53.8,164,0.2236,3.72,212
DEF-01655,BMP-2 Sarath ICV,302.4,314.4,1740,64.0,126,0.0717,3.32,144
DEF-01656,BMP-2 Sarath ICV,293.3,302.1,2783,79.7,173,0.0349,2.74,145
DEF-01657,Su-30MKI Fighter,309.3,321.4,1153,22.4,24,0.0386,3.3,177
DEF-01658,Arjun Mk-II MBT,305.2,316.2,2045,82.5,122,0.0394,2.77,162
DEF-01659,BMP-2 Sarath ICV,309.8,320.9,2261,67.8,121,0.9363,6.17,149
DEF-01660,T-90 Bhishma MBT,301.4,309.7,2637,70.9,110,0.0794,2.99,155
DEF-01661,K9 Vajra Howitzer,298.7,309.4,1708,71.6,203,0.0541,3.31,171
DEF-01662,T-90 Bhishma MBT,308.2,322.1,2452,47.5,191,0.5001,4.33,175
DEF-01663,Arjun Mk-II MBT,294.0,304.2,2273,16.0,101,0.133,3.38,149
DEF-01664,T-90 Bhishma MBT,310.7,324.3,1566,70.0,203,0.0602,2.96,201
DEF-01665,Su-30MKI Fighter,300.2,310.7,2611,60.7,18,0.0337,2.91,207
DEF-01666,T-90 Bhishma MBT,311.7,326.5,1687,69.4,102,0.1768,3.45,163
DEF-01667,Su-30MKI Fighter,296.8,308.5,2524,12.7,156,0.182,3.49,200
DEF-01668,K9 Vajra Howitzer,302.2,317.0,1806,85.7,229,0.1259,3.17,189
DEF-01669,Su-30MKI Fighter,299.9,309.4,1807,19.7,120,0.2322,3.61,191
DEF-01670,K9 Vajra Howitzer,298.4,308.2,1918,19.7,201,0.1781,3.7,208
DEF-01671,BMP-2 Sarath ICV,302.7,316.8,1145,42.1,102,0.0494,3.27,202
DEF-01672,K9 Vajra Howitzer,300.8,312.1,1258,69.1,135,0.0338,2.8,214
DEF-01673,K9 Vajra Howitzer,311.5,322.9,2522,53.0,177,0.069,3.38,148
DEF-01674,BMP-2 Sarath ICV,301.4,313.1,2553,32.3,209,0.0591,3.36,153
DEF-01675,BMP-2 Sarath ICV,297.5,307.7,2846,48.9,179,0.0489,2.85,162
DEF-01676,BMP-2 Sarath ICV,297.5,307.7,1749,74.8,90,0.526,4.49,163
DEF-01677,Arjun Mk-II MBT,311.1,323.4,1669,55.0,88,0.064,2.87,151
DEF-01678,T-90 Bhishma MBT,296.3,304.7,1266,22.9,209,0.1487,3.35,199
DEF-01679,K9 Vajra Howitzer,310.4,323.2,1682,87.0,137,0.1838,3.4,191
DEF-01680,K9 Vajra Howitzer,311.3,324.9,1288,14.7,157,0.0519,3.24,161
DEF-01681,Su-30MKI Fighter,306.1,319.6,1306,26.8,99,0.08,3.18,143
DEF-01682,Su-30MKI Fighter,310.4,323.0,2071,37.2,188,0.0357,2.72,182
DEF-01683,Arjun Mk-II MBT,296.4,304.7,2010,17.6,189,0.054,3.31,160
DEF-01684,Su-30MKI Fighter,298.3,306.9,1529,18.1,194,0.0373,3.11,189
DEF-01685,K9 Vajra Howitzer,294.5,303.8,2433,23.8,214,0.2374,3.41,142
DEF-01686,T-90 Bhishma MBT,308.0,317.8,1877,15.6,145,0.1523,3.23,142
DEF-01687,Arjun Mk-II MBT,296.9,311.3,2492,36.2,48,0.0382,2.87,187
DEF-01688,K9 Vajra Howitzer,301.9,313.4,2469,14.9,36,0.1455,3.32,153
DEF-01689,T-90 Bhishma MBT,299.9,310.7,2024,79.2,62,0.0396,3.15,214
DEF-01690,T-90 Bhishma MBT,311.3,321.1,2060,76.0,201,0.2385,3.89,140
DEF-01691,Su-30MKI Fighter,295.3,305.1,2206,12.4,212,0.0522,3.17,149
DEF-01692,Su-30MKI Fighter,307.2,321.9,2165,70.1,106,0.0366,3.08,150
DEF-01693,Arjun Mk-II MBT,309.0,319.4,2482,43.8,108,0.0717,2.93,152
DEF-01694,K9 Vajra Howitzer,293.9,305.9,2243,63.6,61,0.5113,4.58,217
DEF-01695,Su-30MKI Fighter,301.0,310.5,2136,44.9,78,0.0318,3.09,197
DEF-01696,BMP-2 Sarath ICV,294.1,308.6,2536,26.7,135,0.9288,5.84,204
DEF-01697,Arjun Mk-II MBT,311.5,323.1,2036,55.9,163,0.0706,3.1,179
DEF-01698,Arjun Mk-II MBT,294.5,305.0,2853,18.7,27,0.0492,2.9,181
DEF-01699,Su-30MKI Fighter,297.0,305.5,2292,66.3,127,0.0661,3.33,147
DEF-01700,Su-30MKI Fighter,296.5,306.3,1277,57.3,28,0.0335,2.8,200
DEF-01701,Arjun Mk-II MBT,301.3,309.5,1849,59.7,150,0.0476,3.11,167
DEF-01702,BMP-2 Sarath ICV,305.3,314.1,2512,62.0,4,0.0559,3.09,214
DEF-01703,K9 Vajra Howitzer,309.6,321.1,1408,80.8,123,1.0979,6.2,146
DEF-01704,Arjun Mk-II MBT,305.7,313.8,1954,72.4,165,0.0791,3.44,149
DEF-01705,T-90 Bhishma MBT,295.2,304.5,1150,61.6,141,0.0722,3.3,181
DEF-01706,Arjun Mk-II MBT,301.1,309.6,1124,25.4,91,0.13,3.56,166
DEF-01707,T-90 Bhishma MBT,300.1,311.7,1356,73.0,2,0.0653,3.29,212
DEF-01708,Arjun Mk-II MBT,305.9,315.6,1682,32.6,167,0.9927,6.32,145
DEF-01709,Arjun Mk-II MBT,305.3,315.1,1261,58.4,60,0.0349,3.0,204
DEF-01710,BMP-2 Sarath ICV,297.8,308.6,1428,75.0,59,0.0617,3.05,211
DEF-01711,BMP-2 Sarath ICV,296.7,304.8,2061,85.9,47,0.0627,3.18,217
DEF-01712,Arjun Mk-II MBT,298.9,311.0,2416,15.3,129,0.9467,5.64,149
DEF-01713,Su-30MKI Fighter,295.6,308.8,2381,53.0,242,0.0662,2.83,209
DEF-01714,Su-30MKI Fighter,293.9,308.1,2707,60.0,223,0.2273,3.66,189
DEF-01715,Arjun Mk-II MBT,306.9,321.7,1385,74.1,48,0.2249,3.66,188
DEF-01716,T-90 Bhishma MBT,309.0,317.4,1104,51.6,65,0.0443,2.97,170
DEF-01717,T-90 Bhishma MBT,295.9,310.4,2552,81.8,3,0.7289,5.06,180
DEF-01718,BMP-2 Sarath ICV,300.7,309.2,1644,23.1,102,0.0482,3.15,204
DEF-01719,BMP-2 Sarath ICV,309.4,324.1,2188,85.4,35,0.1892,3.44,209
DEF-01720,Su-30MKI Fighter,296.1,304.8,2681,62.2,204,0.059,2.86,142
DEF-01721,K9 Vajra Howitzer,303.1,314.2,2805,65.1,231,0.1345,3.39,174
DEF-01722,T-90 Bhishma MBT,303.8,312.2,1936,20.3,153,0.0702,3.17,143
DEF-01723,T-90 Bhishma MBT,300.9,309.5,2486,28.9,114,0.12,3.36,200
DEF-01724,K9 Vajra Howitzer,297.6,310.6,1291,38.8,31,0.044,3.2,198
DEF-01725,Arjun Mk-II MBT,308.1,317.8,2877,62.9,34,0.0704,2.99,179
DEF-01726,Arjun Mk-II MBT,295.3,309.2,1743,76.2,170,0.2179,3.6,190
DEF-01727,Arjun Mk-II MBT,296.6,310.0,2590,70.3,162,1.2537,7.21,202
DEF-01728,Su-30MKI Fighter,301.5,316.1,1569,44.0,177,0.0755,3.4,140
DEF-01729,Arjun Mk-II MBT,305.3,319.5,2090,80.5,210,0.1458,3.49,160
DEF-01730,Su-30MKI Fighter,297.7,310.4,1285,51.4,215,0.0387,3.18,161
DEF-01731,T-90 Bhishma MBT,309.3,321.2,1256,77.7,122,0.1683,3.53,187
DEF-01732,Su-30MKI Fighter,309.7,322.3,2008,47.2,189,0.0615,3.06,209
DEF-01733,Su-30MKI Fighter,308.8,321.9,2319,21.3,26,1.2694,7.03,198
DEF-01734,K9 Vajra Howitzer,304.9,314.9,2142,82.7,47,0.0614,3.21,173
DEF-01735,T-90 Bhishma MBT,303.6,311.9,2068,45.9,147,0.3926,3.99,186
DEF-01736,Su-30MKI Fighter,298.7,308.7,2183,44.5,56,0.178,3.5,180
DEF-01737,BMP-2 Sarath ICV,303.7,313.9,1209,61.2,237,0.0622,3.39,189
DEF-01738,K9 Vajra Howitzer,306.7,318.0,2103,34.6,226,0.0398,3.25,187
DEF-01739,BMP-2 Sarath ICV,295.8,310.0,1510,56.8,237,0.0748,3.33,184
DEF-01740,T-90 Bhishma MBT,300.1,311.4,1698,24.1,211,0.1391,3.25,195
DEF-01741,T-90 Bhishma MBT,309.6,321.8,1895,66.1,129,0.2332,3.71,165
DEF-01742,BMP-2 Sarath ICV,298.9,311.6,2228,31.7,176,0.135,3.23,156
DEF-01743,T-90 Bhishma MBT,300.7,312.5,2137,78.1,26,0.0398,2.85,182
DEF-01744,Arjun Mk-II MBT,304.0,313.3,1525,47.7,240,0.0687,3.19,202
DEF-01745,Arjun Mk-II MBT,301.3,309.5,2279,83.0,136,0.1944,3.59,173
DEF-01746,BMP-2 Sarath ICV,296.1,309.0,2107,15.2,157,0.0756,3.06,170
DEF-01747,K9 Vajra Howitzer,297.6,306.1,2621,52.7,205,0.7708,5.6,142
DEF-01748,BMP-2 Sarath ICV,308.4,321.3,1118,52.4,132,0.1754,3.65,153
DEF-01749,T-90 Bhishma MBT,298.6,307.4,2324,15.3,192,0.0639,2.84,153
DEF-01750,Su-30MKI Fighter,306.4,320.0,1524,29.3,26,0.1735,3.34,167
DEF-01751,T-90 Bhishma MBT,299.5,308.3,1951,36.4,101,0.0775,2.93,195
DEF-01752,K9 Vajra Howitzer,302.9,316.8,2473,13.8,140,0.0749,3.38,147
DEF-01753,T-90 Bhishma MBT,304.3,312.4,2561,37.8,51,0.0562,3.3,190
DEF-01754,Su-30MKI Fighter,301.6,310.0,1976,73.7,186,0.0335,2.91,203
DEF-01755,Arjun Mk-II MBT,300.6,309.4,2090,15.7,190,1.2671,7.08,213
DEF-01756,T-90 Bhishma MBT,308.9,323.0,1239,67.4,41,0.0767,3.25,185
DEF-01757,K9 Vajra Howitzer,303.2,311.5,2651,80.5,52,0.0554,2.89,161
DEF-01758,BMP-2 Sarath ICV,307.2,316.1,1894,50.4,16,0.0599,2.88,195
DEF-01759,BMP-2 Sarath ICV,295.3,303.4,2560,87.1,182,0.0571,3.18,169
DEF-01760,Arjun Mk-II MBT,298.5,311.5,1115,37.9,15,0.0415,2.84,149
DEF-01761,BMP-2 Sarath ICV,306.0,315.8,1548,19.7,152,0.0457,3.21,194
DEF-01762,T-90 Bhishma MBT,301.3,309.4,1734,28.8,119,0.4564,4.28,169
DEF-01763,BMP-2 Sarath ICV,293.3,304.8,2040,49.1,115,0.6314,4.76,216
DEF-01764,BMP-2 Sarath ICV,301.4,315.0,1220,87.3,90,0.1964,3.51,156
DEF-01765,T-90 Bhishma MBT,301.3,311.3,1449,42.9,178,0.0376,2.83,169
DEF-01766,Su-30MKI Fighter,306.6,316.3,1836,54.8,121,0.0434,3.21,215
DEF-01767,Arjun Mk-II MBT,303.6,312.0,2807,39.7,114,0.0662,3.26,151
DEF-01768,K9 Vajra Howitzer,299.1,313.6,1411,71.1,52,0.0794,3.27,144
DEF-01769,K9 Vajra Howitzer,308.8,322.6,1839,57.1,17,0.0541,3.19,217
DEF-01770,K9 Vajra Howitzer,303.2,315.7,2339,63.6,226,0.0422,3.13,154
DEF-01771,Arjun Mk-II MBT,311.6,326.4,1240,79.2,48,0.0566,3.27,153
DEF-01772,BMP-2 Sarath ICV,307.5,319.8,1698,76.3,66,0.1155,3.16,200
DEF-01773,K9 Vajra Howitzer,309.0,323.2,1516,43.5,8,0.0422,3.32,170
DEF-01774,Arjun Mk-II MBT,300.3,310.4,2490,24.6,220,0.066,2.95,202
DEF-01775,Arjun Mk-II MBT,300.9,311.0,2561,61.6,114,0.0524,2.81,181
DEF-01776,BMP-2 Sarath ICV,308.0,316.2,1874,63.5,142,0.0543,3.17,191
DEF-01777,Arjun Mk-II MBT,306.4,319.1,2780,16.4,122,0.2108,3.42,167
DEF-01778,Su-30MKI Fighter,293.0,306.3,2784,44.9,88,0.0432,3.12,197
DEF-01779,K9 Vajra Howitzer,293.2,303.8,2602,80.7,228,0.065,3.15,167
DEF-01780,K9 Vajra Howitzer,309.7,318.1,2203,63.6,190,0.0714,2.93,194
DEF-01781,Su-30MKI Fighter,309.9,319.1,1733,55.7,46,0.0716,3.02,218
DEF-01782,T-90 Bhishma MBT,298.9,312.0,1201,41.3,99,0.0508,2.85,177
DEF-01783,Arjun Mk-II MBT,294.5,307.6,1363,59.4,159,0.035,2.91,171
DEF-01784,Arjun Mk-II MBT,307.5,317.1,2349,22.8,75,0.0793,3.08,192
DEF-01785,BMP-2 Sarath ICV,309.4,324.3,2475,80.0,87,0.0614,2.93,188
DEF-01786,Arjun Mk-II MBT,305.8,319.7,2039,53.5,6,0.1102,3.15,143
DEF-01787,Su-30MKI Fighter,295.6,310.0,2594,56.6,21,0.2132,3.67,165
DEF-01788,Arjun Mk-II MBT,295.2,308.2,1907,40.7,92,0.0568,2.93,200
DEF-01789,BMP-2 Sarath ICV,301.1,315.0,2140,76.3,157,0.2067,3.37,184
DEF-01790,T-90 Bhishma MBT,308.0,321.7,1855,24.1,127,0.0568,2.79,159
DEF-01791,Arjun Mk-II MBT,295.1,307.8,2470,82.5,49,0.0666,2.89,151
DEF-01792,K9 Vajra Howitzer,307.9,318.3,1466,81.4,132,0.0333,2.87,197
DEF-01793,K9 Vajra Howitzer,306.9,317.0,1559,24.2,79,0.0762,2.9,194
DEF-01794,Arjun Mk-II MBT,301.8,312.2,2840,56.0,76,0.039,3.19,193
DEF-01795,BMP-2 Sarath ICV,294.6,305.3,1237,15.5,221,0.0565,3.36,184
DEF-01796,T-90 Bhishma MBT,307.6,320.6,1799,37.9,210,0.0654,2.97,219
DEF-01797,Arjun Mk-II MBT,298.3,309.3,1358,66.9,14,0.032,3.12,217
DEF-01798,BMP-2 Sarath ICV,295.0,306.2,1318,40.6,170,0.0792,3.33,162
DEF-01799,Arjun Mk-II MBT,294.8,305.7,2259,62.7,114,1.2811,7.13,188
DEF-01800,T-90 Bhishma MBT,303.9,313.3,2874,52.9,31,0.042,3.3,160
DEF-01801,T-90 Bhishma MBT,311.4,325.2,2645,77.9,184,0.0437,2.97,148
DEF-01802,T-90 Bhishma MBT,309.5,317.7,2380,20.5,129,0.0414,2.75,163
DEF-01803,Arjun Mk-II MBT,310.1,320.4,2821,13.3,1,0.0566,2.94,180
