asset_id,vibration_g_rms,bearing_temp_c,shaft_rpm,kurtosis,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
AST-BRG-01059,2.755415415428372,39.53501683124402,2539.610841337057,6.368333704300955,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01060,3.4492756771263395,92.08539325073396,2032.80560498928,6.416544147420703,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01061,4.606282436675793,52.83744741844002,3438.8824563039198,6.556233481058843,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01062,5.125192305236688,40.52401916494853,3414.348335048573,4.736991103143287,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01063,4.110885045163236,70.9426752290229,2405.6923679330293,5.411503274569671,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01064,2.4635038761864685,72.41892669741597,1986.9215856438204,5.8476182842651525,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01065,2.48037791070223,73.91028920712128,2969.1177934959337,3.063362860197002,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01066,3.96663681746779,51.04412167145248,1288.11106435936,5.084115938489238,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01067,1.622252585111021,35.9066410528685,2339.445614504763,2.6474809756042403,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01068,1.0192283317175548,92.9009221672683,2007.1761462488005,4.6395341585715215,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01069,2.1667241409116498,50.05358274146615,3409.2861242461317,3.1658235309669776,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01070,1.850023260774184,75.56157728315284,1228.807265454438,3.2865685816369643,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01071,1.8926481661431536,77.39779219272258,2526.755701724038,4.069704536778186,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01072,1.5979564299345768,71.60044502476914,2977.5925945599024,4.359479816880963,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01073,0.6978379912909008,53.77444365281889,2364.043170057699,5.179641425488406,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01074,0.5840074932470449,51.265775225843946,1404.967272390532,2.8200421992856173,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01075,5.142295231759348,70.86009696216219,3533.9073360669654,4.665874573321012,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01076,2.510533728558553,86.9657380167015,2443.2250353026348,3.2852880600883347,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01077,2.306335241650504,91.80402373540372,2674.046986365627,4.96809325263649,0.51,49,29,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01078,3.694342228657428,41.35434826422546,1767.8634784980177,5.240839832723089,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01079,1.5257932729658017,44.28971675586319,2360.395404256329,4.893849803177272,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01080,4.964817564566059,91.68417552698476,2229.9587806999725,5.674670695056722,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01081,4.195821567753095,79.19211370008756,1379.7500208047609,3.943119750235876,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01082,0.9202317108676196,87.97962948978639,1454.7848485139214,5.789958344022463,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01083,2.4626296461891632,47.15795804812059,3209.934047085059,4.360898451345233,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01084,4.6318560455421744,70.25515226656411,1775.5678852958167,4.581993342787166,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01085,4.940240504769629,77.06837566504842,1667.8998515967132,5.286839147222607,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01086,2.696787102874388,75.80671312681835,2411.7874830003343,2.578941051196663,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01087,3.3830335292903264,59.48910145200189,3044.993115270031,5.312175152107068,0.46,54,32,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01088,1.2850595466327537,35.92369350147851,1348.671644589571,5.159916141010096,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01089,5.15849254284379,69.9755634082558,2584.339007131814,3.832342602039104,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01090,1.588856996502184,50.186092350776526,1486.1050628173762,2.868915425067805,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01091,4.93083933843509,62.01525476857342,1287.5065219814842,2.891022434626077,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01092,3.553339250264132,92.45486090502904,1326.5854851893218,6.469862112036482,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01093,3.356362935930638,58.94211905854608,3201.9938597002592,5.4639010812711,0.47,53,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01094,2.9096360017775904,85.3880963998656,1483.1339607073478,3.0465412392141835,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01095,1.584148115073466,46.31243634495507,1308.3632745895006,4.033909628028297,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01096,1.3296817504258889,75.34762988150173,2250.959729142989,5.047676873776865,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01097,1.5362851826298245,93.6204172663366,3225.584332660859,6.09295833188979,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01098,1.3762598320779964,41.113586052376206,1829.7801035743248,2.687741993465937,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01099,4.1640470257637405,35.49919653363152,2212.110282062199,3.517522465321038,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01100,2.145588718083632,61.01496755795687,1295.814078153003,6.3259206582701335,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01101,0.771860579847963,40.55752898308203,2277.788433923702,2.539411865790411,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01102,5.054782361661814,79.90306098057388,2586.271393529121,3.366016142013716,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01103,4.653793659328101,89.87291983091353,2570.1769290051475,6.623803956683753,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01104,4.8604357310175015,61.041258362525525,1997.8240612184763,5.137627940045336,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01105,5.176066766438246,50.52269852932646,1957.2796335915248,3.625186876541278,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01106,1.3173076713315903,61.06419914039658,1455.896685447835,2.7880617059021446,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01107,2.3623374888424964,78.40686907100006,2080.315969551044,2.6212227639230554,0.52,48,28,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01108,4.06372083580923,35.54324969482226,1438.7872052951152,3.552403842438787,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01109,3.771296904852824,70.36723936908183,3039.830267308924,6.290389024232315,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01110,1.223310759797319,71.79750109324274,3519.058314595646,4.28842871347929,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01111,4.334415687455904,73.26129481375614,3528.1786960000964,5.59743348741377,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01112,1.554870687632305,49.52132479885263,3276.170638500945,6.448625652133819,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01113,1.5519427896663285,77.84316340268761,2641.901158415086,4.254573984892112,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01114,3.023779787599044,40.48348917990658,2882.077673385312,3.322492695460807,0.28,72,43,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01115,3.2868176937560047,46.95622018800805,1884.4939264329937,4.7236071026847535,0.35,65,39,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01116,3.2264051768377127,87.64820279926892,2713.849008414289,6.404759854357375,0.31,69,41,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01117,0.929988135769448,79.32338904359398,2293.558918655706,5.958809980792113,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01118,4.624066054362788,35.824733240680715,2356.841615464638,2.783068326461561,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01119,1.7483202001669185,49.90257562218801,3018.6637449003792,5.478063040333602,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01120,1.1087201300291798,47.86438897958988,1876.604053433404,4.959159346573501,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01121,4.677115975384193,51.24837968221836,1963.295068066848,6.402091658289629,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01122,4.991562041679841,49.85358621679318,3419.140298708728,3.026670092456278,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01123,4.551999801147618,38.751577744570746,1334.9383076423337,4.796355286780024,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01124,4.304725551206927,62.53643099580922,2365.5223161920167,6.281689582101137,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01125,3.5796373090034024,78.9640084871699,3390.721920978868,4.263102282989495,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01126,3.089029641862955,71.40390348304618,2664.8712187635765,4.572578146251328,0.27,73,43,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01127,0.9088377715836276,75.37230011588478,2511.376978109117,2.8029809139679207,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01128,2.4197301014322843,39.86895071217435,1799.3860301504524,3.696017653930317,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01129,2.251636029957876,92.08944261060724,2023.861173754676,3.8953785914264736,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01130,1.7208427836735332,85.30951003058149,3244.916197931263,6.564026529603014,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01131,3.900074534336349,83.30541910973976,2542.1235162442995,3.715469650326984,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01132,2.8306159548702228,84.37902830250604,2435.381265016272,4.481735561659503,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01133,0.8809172147659453,90.96263048796568,1438.9913124960694,5.386609021326403,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01134,1.5348610491641133,67.65523796682186,1238.4675754922955,3.1973885013538728,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01135,3.711316189200101,47.01692107205756,3512.844452848918,4.59170226471006,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01136,0.8578150396044109,72.00701647115247,2104.76680148842,5.675717869746403,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01137,4.500672496029213,79.57288962007634,2647.71134903881,6.227477416016384,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01138,2.8271886769656795,79.27504360124152,1391.316175649484,5.192914881048434,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01139,2.7587569134352457,66.2869414500128,2839.474285735312,5.376930115862876,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01140,3.284316587899733,39.10752316001468,3438.160100894306,3.0430189321136467,0.34,65,39,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01141,4.376000539848201,57.26677630580767,2581.596607193808,6.566838938159292,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01142,2.134703277140307,90.24599650780144,1502.6767737009854,3.070068533183274,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01143,3.686675917027599,70.06693458544555,2596.131665936344,5.831093629881733,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01144,3.158940230780218,67.29991659534281,3039.2333114511657,3.638710183646771,0.32,68,40,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01145,1.7550328697962805,51.13121086293161,2175.399687777645,6.514450517915382,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01146,4.629560935869243,57.10693519499473,3311.610595059523,5.595826019288761,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01147,4.247902301552562,88.72076534919016,2756.8390880576744,5.741398965806987,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01148,3.5947236228946,74.98778285161015,3358.197403894086,3.4419544441574983,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01149,4.497734126742937,82.24322160513998,2696.4127469936093,4.405071899531191,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01150,4.576282744511071,62.260725384059306,1515.091132811578,5.156596736733931,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01151,3.829305990560664,72.81483316736947,1943.260106652454,5.810886558288384,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01152,4.433962643309259,49.90301652459245,1684.3078758058966,2.947025316423275,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01153,3.7781158698456334,77.32764981700917,3381.1835945204693,6.638170860754472,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01154,3.696661627273412,60.65608002220024,3024.9601614899584,6.327948883384591,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01155,3.4074734776113664,61.55273088888474,2823.3560853840145,3.6624989391310128,0.47,53,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01156,4.037768205920914,73.9593394746129,1922.319167115892,6.037869045039027,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01157,1.2454439948774465,91.1768372881356,1641.7074529205124,4.72879286907124,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01158,4.640092568234964,38.84038079651725,3015.482611173388,4.48576787071668,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01159,4.597664580402591,84.48459424082046,2337.979070109791,3.852066654989043,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01160,0.637462230262428,52.54298662473158,1741.89492516151,4.998164922515848,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01161,4.381338727654384,61.63516727038267,2679.89274759666,5.63852320612547,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01162,1.1056883771251924,36.31479972650054,1296.8012451322847,4.2670114913398605,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01163,2.075058615017967,53.06276467005878,1982.8086099078084,5.205642529935656,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01164,3.994488804570557,65.15787455780783,2324.536787018723,5.507045560967806,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01165,1.2555715114270485,38.37056464084634,1555.100001862574,5.557823813165729,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01166,4.344445013359593,64.46574376298992,3563.1707462180148,2.723454221964075,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01167,4.411030636401387,90.62663773150564,1701.8336750150745,6.196915564445788,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01168,2.88509834867593,41.32359308646832,1512.8475121038373,4.470489253489706,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01169,0.5300135970691178,80.86644368453025,1688.4836973285514,3.628389151293722,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01170,1.84907922592209,59.58026320255956,3045.7467195833383,3.5395873821626305,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01171,3.3995565163659887,74.31042287146028,2221.213582252423,4.576960685228987,0.47,53,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01172,5.11157503672889,50.614195879113765,2556.998255406091,6.313375619716524,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01173,3.4695235769783417,44.5695357524815,1250.4219767672655,4.1268946012353815,0.56,43,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01174,1.7210768310015512,44.62775685627359,1282.635140575955,5.723820711169236,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01175,3.479826804568173,39.22951673858868,2269.9813195848387,2.91632054324504,0.56,43,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01176,3.037931284664521,46.13880229407458,3159.9725836838966,4.5470438192495655,0.31,69,41,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01177,4.165273357210375,74.8531630993381,3324.5733088981565,6.764250403688763,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01178,1.002809002486705,87.90143671061048,1408.0957622295366,5.812882552007049,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01179,4.076831141759532,83.84754113546971,2492.071445042455,3.405272500294636,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01180,3.0439529197777184,76.10805859246904,3391.751247070249,4.656198336901015,0.29,71,42,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01181,5.026062418137275,41.62591180466616,2131.134610554928,3.5045864836888363,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01182,2.1067991803818247,52.35124677775699,3190.9579954280844,4.26111198722879,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01183,3.4733228977295565,53.58841251934814,1520.869570558647,5.854361302060348,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01184,4.880532095897082,49.99741678385728,3444.9467752027167,5.816266705748736,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01185,0.9817957215561924,65.90033958258338,3003.415962075126,3.480831624980256,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01186,4.904973890011321,67.13322889278035,3459.202542688564,6.465560268065898,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01187,3.733062894813823,56.41315851026661,2823.881360526016,5.048043185888755,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01188,0.818834177794308,56.22734952418616,2072.1694367986247,4.133674451136662,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01189,1.9145287646500364,84.71333587436487,3451.634814059334,4.6583229973577005,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01190,3.828408816632824,82.35757089918113,1861.3602631420283,5.101806389782298,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01191,0.8165478269032269,53.46774990084474,1997.214052948158,4.907529286936877,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01192,3.2362011628284844,89.82730663239556,2881.9402032041767,4.591541652805566,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01193,2.1256503676788965,92.16890102015036,3036.7591188609267,4.67121105758442,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01194,3.4183029335071424,54.60455252180245,3430.5683612379694,3.25857121483991,0.48,52,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01195,0.7149875589188104,56.26549692758329,1691.525781734903,5.994751488510121,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01196,4.5962229889161685,65.33804920531753,3115.1952845261376,4.829569375746366,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01197,5.075398155133765,91.4672487520204,2972.510528152712,3.0636434053302235,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01198,5.05372591984275,87.57916598853869,1353.106935008635,5.794475536805945,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01199,4.023363609191746,41.154077755015386,2129.335538904497,6.509509107022608,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01200,1.1114053286139702,58.56384459628497,1878.6370969442369,6.573419666718936,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01201,4.063837020866407,68.20227138498632,1930.777018449673,4.086776249368043,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01202,0.6155585073563671,65.1879483530924,3559.072510931282,3.0827225563112424,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01203,0.6039806921862871,46.63178407621356,2742.665792351827,4.72911839452218,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01204,2.020968030002844,86.52900627008928,2922.422778704399,2.984219686201649,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01205,2.796622994901929,75.61644697981023,3543.882329556022,6.516145899604254,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01206,4.120914863696628,85.27450249110822,2105.284277898333,3.289392397627128,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01207,3.7114882700505754,86.52585676096834,3124.416404286734,3.5868931977900056,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01208,2.5957427199707173,79.90135121994439,2242.874311930789,4.2485370656053725,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01209,1.7860453315238296,61.35263607498304,3286.8808123559515,4.147607214804241,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01210,5.186485150741243,71.63280530092547,1633.5780991471277,5.917050437310923,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01211,2.5030521205090728,44.62192436718459,3474.446824954271,4.462162328369138,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01212,2.6215190143494747,75.41872504849445,1725.0521001861111,3.2343035180143485,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01213,1.269031959600845,45.75519534435685,1982.929216754236,3.649002550590119,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01214,4.2356048791246685,76.63697543060941,3014.861361856273,4.6891875563063445,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01215,3.7603064611729966,48.77588964523813,2145.012339756976,3.13405184493238,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01216,1.537617180107174,42.0530780090132,2659.7073042394723,5.13011940527786,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01217,0.8871909143944607,44.91706940857745,2266.976402566628,4.932713418169927,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01218,3.698346719751152,35.11952811314421,2981.6878490154763,5.5732199604437085,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01219,3.576202707121336,78.12437707121182,1747.995005684666,6.532129846131281,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01220,1.784319776891584,78.94406294350274,1340.2991693685049,6.422694612734969,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01221,4.969058742576929,65.89600099479557,1919.830553935359,6.568125157695975,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01222,1.209972091370231,44.68176806332302,2338.340795684233,3.552277067201914,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01223,2.531973564900229,40.01326025064139,1603.2481252624286,3.0657308185492247,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01224,4.934994824787715,36.14773798623722,2051.513495175333,3.799789812134728,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01225,2.472718389552775,44.944890617913245,2159.9592439045646,6.348866242895152,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01226,3.501071954021202,88.45133209898881,1337.7404248518565,6.679829940881,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01227,2.368693670425133,49.4922105021009,2599.937395642091,6.195097289603046,0.51,49,29,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01228,1.7888114510387492,56.25627963303294,3322.42422713109,2.9730762008484373,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01229,5.124694945411193,41.32072906887999,1564.1829910873255,6.573940391657111,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01230,2.423869829680702,48.34167828489022,2634.739232163633,4.32043951760838,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01231,4.702266257291932,66.15347424681231,2795.374091786031,2.540034250278121,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01232,1.5807866476881052,71.46516098573915,2206.403233006292,4.402293085217233,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01233,1.5015921089178916,49.72113884997266,2882.634209674248,2.698097429604511,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01234,0.6463301895572033,38.46392955350703,2185.755704378429,4.838675060992806,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01235,3.56283407926666,58.46197214764392,2411.1294911458435,3.95578231797932,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01236,2.232073815501677,49.05220225558005,1217.6473069306248,4.535770214454409,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01237,4.562483774246294,48.17323539378812,2860.128273923253,5.136632551195403,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01238,2.724086561450319,92.59176816280733,2787.2224294673388,6.235844712016627,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01239,5.050509111199192,71.97802915554345,1292.162105583227,5.346176778829292,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01240,1.3719699238046694,68.41270659032575,2083.8002577483194,4.366410134456177,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01241,4.582528889391371,59.94650621139932,3549.676417900001,6.02353977078257,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01242,4.150005208121186,60.73666000580866,2209.7677501646804,6.394003191564469,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-01243,4.123332669827045,67.45430023028484,2404.66897231642,3.014967855658448,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
