engine_id,altitude_ft,mach_number,total_temp_k,combustor_pres_psi,bleed_enthalpy,bypass_ratio,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
TURBO-SU30-01686,29127,0.85,552.7,536.8,410.0,7.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01687,17967,0.88,520.0,411.7,398.0,5.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01688,14389,0.72,527.2,482.3,388.0,8.77,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01689,15509,0.94,599.0,362.4,394.2,7.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01690,26185,0.84,565.4,476.5,419.8,5.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01691,13260,0.89,620.2,477.9,393.7,7.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01692,26504,0.75,598.8,383.3,420.3,6.23,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01693,35916,0.91,627.9,440.5,407.0,6.36,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01694,14965,0.85,566.3,484.5,422.9,8.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01695,36389,0.59,529.2,488.3,405.4,6.76,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01696,32605,0.54,576.5,522.7,418.7,7.11,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01697,24690,0.59,567.1,344.9,421.8,5.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01698,13976,0.82,525.7,525.9,391.6,5.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01699,18058,0.95,567.3,490.6,401.1,5.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01700,13864,0.54,597.1,461.8,421.0,7.77,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01701,25861,0.57,622.0,380.9,410.5,6.9,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01702,12274,0.75,601.1,464.4,386.9,7.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01703,25154,0.76,548.6,515.8,402.0,5.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01704,24892,0.46,558.3,380.2,418.0,7.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01705,37389,0.58,594.6,445.6,396.4,5.59,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01706,28441,0.75,638.1,449.8,406.6,6.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01707,25449,0.51,576.3,347.3,386.4,7.04,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01708,15607,0.83,546.8,444.9,394.8,5.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01709,36940,0.62,550.9,393.7,417.4,5.33,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01710,30057,0.87,627.3,459.5,389.7,8.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01711,35049,0.87,543.2,520.0,393.9,5.62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01712,10589,0.93,548.2,324.0,393.5,5.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01713,24152,0.94,535.7,539.1,395.8,6.36,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01714,21502,0.51,620.2,476.9,418.3,5.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01715,28702,0.89,598.9,455.1,391.8,8.43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01716,15697,0.87,617.7,503.4,400.1,7.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01717,32621,0.75,515.0,329.2,411.3,7.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01718,35330,0.52,616.1,480.6,401.3,5.99,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01719,20472,0.83,608.3,421.0,415.4,7.84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01720,30689,0.77,532.2,474.6,418.1,5.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01721,14475,0.75,611.1,514.6,402.9,6.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01722,23675,0.53,585.6,461.5,408.3,8.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01723,33928,0.79,547.3,428.4,419.6,6.95,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01724,10276,0.74,538.2,501.3,420.1,6.91,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01725,36963,0.83,561.6,509.7,407.8,6.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01726,36208,0.81,609.1,462.9,388.2,6.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01727,31400,0.74,573.0,503.2,402.4,6.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01728,34655,0.83,614.3,527.6,420.6,8.21,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01729,10968,0.97,633.3,322.5,388.7,5.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01730,37926,0.62,607.0,335.8,387.1,8.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01731,20571,0.96,556.0,387.6,386.1,7.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01732,10550,0.68,629.7,550.5,389.0,6.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01733,24460,0.58,550.0,359.4,388.3,7.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01734,31655,0.59,617.7,423.5,418.6,6.65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01735,10457,0.61,615.2,372.4,409.6,7.43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01736,33227,0.78,565.5,447.2,398.3,8.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01737,25856,0.91,627.0,464.4,423.4,5.63,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01738,35276,0.72,527.9,406.7,398.9,7.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01739,11178,0.73,526.5,524.5,420.6,5.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01740,37783,0.8,528.3,323.3,391.4,7.73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01741,30950,0.54,592.5,488.5,389.3,8.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01742,11643,0.62,541.1,323.8,423.7,7.89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01743,36014,0.93,564.8,531.9,389.9,5.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01744,24467,0.53,540.0,483.0,394.2,8.24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01745,34491,0.62,619.9,450.6,397.8,8.37,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01746,34161,0.89,561.0,406.2,416.1,7.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01747,14447,0.93,552.0,430.1,392.8,6.41,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01748,16959,0.79,605.4,449.3,408.2,8.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01749,21614,0.85,609.6,518.5,385.1,7.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01750,37575,0.62,535.5,527.0,407.6,8.7,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01751,37927,0.89,594.9,431.6,418.1,7.08,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01752,32374,0.66,593.5,528.7,423.2,6.06,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01753,26011,0.88,624.2,468.1,391.5,8.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01754,36782,0.86,629.3,516.7,411.6,6.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01755,26391,0.95,631.3,439.5,424.1,7.03,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01756,24196,0.78,639.7,435.5,408.3,6.16,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01757,28472,0.74,521.8,521.0,388.5,7.77,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01758,34333,0.9,592.8,444.9,417.7,7.51,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01759,33076,0.56,558.5,412.9,419.4,5.57,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01760,30975,0.46,569.6,453.5,400.8,8.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01761,36379,0.8,578.7,322.6,412.2,8.32,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01762,19235,0.49,586.6,365.2,385.8,7.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01763,34833,0.71,557.6,450.0,412.8,5.84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01764,24754,0.93,618.7,327.8,399.2,5.83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01765,22051,0.62,596.2,536.0,405.5,5.77,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01766,20970,0.52,564.1,437.1,403.7,8.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01767,16533,0.81,583.4,409.9,414.7,6.75,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01768,11873,0.96,584.3,427.6,410.6,6.84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01769,27128,0.62,600.8,453.5,412.1,7.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01770,10541,0.52,515.9,347.0,406.2,6.32,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01771,29756,0.83,547.8,446.7,394.9,8.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01772,15770,0.7,553.2,451.3,420.3,7.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01773,14555,0.97,523.7,454.0,415.5,6.61,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01774,23494,0.73,514.7,439.6,391.3,7.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01775,16230,0.49,567.8,536.1,395.9,5.7,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01776,28514,0.47,601.4,347.8,389.7,6.16,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01777,18930,0.72,629.3,435.2,413.1,7.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01778,30663,0.51,519.7,390.4,411.6,8.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01779,17379,0.7,527.0,414.8,409.1,7.15,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01780,24805,0.88,598.2,498.9,388.3,7.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01781,21657,0.69,510.6,328.8,407.8,5.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01782,26797,0.71,626.6,543.0,399.3,7.07,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01783,22491,0.97,529.7,335.5,398.7,8.03,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01784,31656,0.83,573.3,444.7,401.8,6.36,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01785,33219,0.9,522.2,365.2,409.9,5.21,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01786,35901,0.7,556.3,485.7,406.1,5.97,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01787,24298,0.96,605.5,481.1,424.8,5.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01788,13933,0.52,514.3,332.6,418.8,7.73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01789,19419,0.96,541.4,426.4,389.4,7.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01790,23390,0.54,530.9,511.4,415.5,5.36,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01791,35955,0.73,537.5,506.0,403.3,8.02,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01792,29079,0.88,548.0,419.5,388.1,6.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01793,30372,0.55,603.9,441.5,419.4,6.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01794,24565,0.84,621.5,332.1,403.8,8.07,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01795,33691,0.55,539.2,548.1,401.4,8.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01796,18372,0.52,565.7,459.0,420.9,6.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01797,18393,0.48,522.4,516.6,400.2,5.45,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01798,34698,0.82,580.5,415.5,422.8,7.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01799,21853,0.76,531.1,448.9,404.1,8.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01800,36008,0.8,565.9,492.2,392.5,5.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01801,37392,0.52,637.2,391.6,402.5,5.49,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01802,26042,0.62,511.8,489.5,423.4,7.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01803,16553,0.7,522.9,342.6,396.1,6.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01804,15078,0.81,510.7,385.2,399.9,7.75,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01805,25755,0.71,621.1,407.0,392.3,6.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01806,16465,0.55,522.9,386.1,393.7,8.17,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01807,18109,0.75,530.1,548.9,422.6,7.71,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01808,24168,0.71,556.1,547.1,417.3,5.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01809,21263,0.81,570.9,442.7,416.5,8.57,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01810,24768,0.6,548.8,531.2,419.2,6.63,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01811,26434,0.85,639.0,470.0,392.9,8.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01812,25262,0.72,541.5,412.2,403.9,6.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01813,30088,0.63,527.3,396.0,413.7,5.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01814,24194,0.63,632.3,351.6,421.0,7.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01815,18946,0.52,547.3,509.6,424.5,7.06,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01816,13346,0.62,630.1,543.3,394.3,8.71,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01817,10923,0.59,551.7,536.2,413.4,7.43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01818,14585,0.97,558.9,512.9,408.2,6.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01819,36545,0.92,614.1,379.7,392.9,6.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01820,37985,0.54,564.5,357.6,393.5,7.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01821,30513,0.74,630.1,486.0,397.1,8.61,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01822,32105,0.53,623.0,539.3,413.9,7.92,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01823,19780,0.8,512.7,382.4,412.9,7.11,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01824,33910,0.62,597.4,542.1,406.2,7.99,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01825,36377,0.55,537.9,423.2,419.3,7.17,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01826,25029,0.75,601.3,411.9,419.1,5.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01827,30599,0.55,510.6,559.0,418.7,7.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01828,22147,0.94,574.5,354.2,411.0,6.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01829,12905,0.6,561.4,383.6,396.2,8.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01830,12566,0.46,535.5,454.9,408.3,6.86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01831,13617,0.74,524.2,374.3,401.0,5.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01832,15461,0.55,637.5,438.9,390.5,5.91,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01833,33953,0.68,550.4,559.6,416.7,7.81,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01834,36679,0.91,559.1,376.9,413.1,8.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01835,30905,0.8,605.3,486.9,393.3,8.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01836,28279,0.86,531.6,424.8,422.0,7.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01837,34668,0.66,619.8,499.4,418.6,8.27,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01838,26508,0.62,562.5,464.1,407.7,6.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01839,23966,0.56,518.2,397.5,412.8,8.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01840,21422,0.56,554.9,437.4,387.1,8.61,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01841,12112,0.56,591.9,513.2,420.7,7.75,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01842,12755,0.88,567.2,350.3,410.6,8.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01843,24492,0.65,573.6,509.5,397.6,7.89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01844,26154,0.52,510.8,324.0,398.2,5.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01845,34307,0.97,529.4,511.6,392.7,8.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01846,11154,0.82,586.7,495.7,392.6,5.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01847,33978,0.48,577.3,383.1,401.7,5.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01848,25821,0.67,618.1,414.3,403.5,7.19,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01849,24724,0.88,512.0,460.4,385.2,7.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01850,22732,0.66,619.4,512.0,413.7,6.54,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01851,25275,0.97,635.0,388.5,402.1,5.83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01852,23664,0.64,563.3,520.2,405.8,7.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01853,16900,0.89,572.6,358.0,413.0,6.08,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01854,14610,0.51,581.7,523.3,391.8,6.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01855,16969,0.78,617.7,362.8,393.6,5.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01856,35065,0.95,593.4,362.4,391.6,7.89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01857,34306,0.94,612.4,552.1,405.6,7.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01858,35657,0.5,510.9,554.6,415.5,7.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01859,15309,0.49,570.4,423.6,395.8,7.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01860,23013,0.98,576.7,362.0,416.8,5.97,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01861,13305,0.75,527.0,476.4,412.8,6.8,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01862,16163,0.97,605.2,534.4,422.6,8.28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01863,14675,0.67,518.5,343.9,390.1,8.24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01864,25420,0.91,611.8,323.3,417.9,7.86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01865,37377,0.46,544.7,402.8,403.5,5.62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01866,13312,0.67,529.2,455.2,405.4,8.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01867,16392,0.5,513.5,550.8,397.7,8.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01868,13146,0.84,543.0,480.4,416.2,7.01,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01869,26855,0.46,598.1,488.4,402.6,7.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01870,12075,0.58,523.1,416.6,417.6,8.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01871,32788,0.71,580.1,538.3,417.0,6.18,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01872,11647,0.61,517.2,402.0,397.2,6.18,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01873,17817,0.5,544.5,559.8,410.2,6.37,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01874,14441,0.65,566.1,485.6,401.7,6.15,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01875,28811,0.72,566.6,468.3,395.4,7.5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01876,10170,0.93,574.0,441.7,390.7,7.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01877,32249,0.54,573.0,553.8,415.3,8.14,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01878,11806,0.8,579.6,393.0,403.4,6.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01879,36861,0.53,593.5,361.3,424.0,8.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-01880,27667,0.88,596.8,329.9,411.2,6.98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
