vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
ARMOR-T90-01699,300.4,307.7,1825,19.5,184,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01700,303.0,305.8,1876,45.8,164,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01701,307.0,317.8,2464,67.6,197,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01702,301.2,308.4,2280,83.6,40,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01703,302.8,308.8,1658,43.1,150,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01704,295.5,306.6,1926,68.8,158,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01705,300.0,306.1,1774,47.3,70,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01706,303.2,315.9,1887,44.5,31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01707,305.9,307.4,1388,72.9,50,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01708,302.9,307.7,1888,83.2,46,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01709,302.8,311.4,1975,40.0,82,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01710,307.7,307.0,1635,61.1,22,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01711,295.0,317.0,2695,47.2,86,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01712,302.8,313.6,2018,21.4,125,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01713,302.4,316.0,2576,63.8,183,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01714,306.3,314.0,2269,77.9,30,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01715,307.1,312.6,1565,53.1,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01716,305.2,307.9,2205,81.4,21,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01717,295.8,317.8,2545,56.6,149,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01718,297.3,312.9,1810,66.6,68,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01719,304.0,315.6,1830,58.7,221,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01720,302.5,314.7,1347,23.8,195,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01721,298.0,308.7,1874,57.9,181,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01722,297.7,305.7,2403,78.6,117,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01723,295.8,312.9,2257,84.8,107,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01724,307.1,315.8,2326,82.5,65,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01725,301.3,310.1,2324,40.2,31,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01726,300.7,312.8,1201,25.2,227,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01727,306.7,317.1,1356,47.2,46,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01728,307.6,306.5,2160,75.8,140,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01729,307.8,307.6,2490,36.1,58,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01730,305.3,314.5,1341,17.5,146,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01731,295.1,309.1,1346,67.0,147,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01732,304.6,311.4,2118,40.1,9,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01733,300.6,308.6,1911,81.0,20,0.77,23,13,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01734,303.4,312.0,1832,20.6,171,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01735,298.4,308.0,2455,21.7,114,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01736,307.9,313.3,2494,33.5,162,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01737,296.1,310.7,1521,72.4,46,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01738,303.4,308.1,2719,61.1,138,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01739,307.0,317.9,2081,58.6,237,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01740,299.5,313.0,2295,35.4,121,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01741,298.0,305.1,2138,57.0,209,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01742,303.0,310.1,1853,20.2,80,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01743,296.5,315.6,1718,33.4,3,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01744,295.3,306.6,2380,44.6,97,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01745,305.9,317.0,1745,55.1,205,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01746,302.9,317.0,1203,17.2,110,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01747,301.3,311.5,1713,78.5,210,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01748,306.8,312.2,2591,46.5,200,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01749,302.9,313.1,2304,69.9,10,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01750,306.6,313.1,1447,70.8,47,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01751,305.1,313.8,1766,66.7,54,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01752,299.3,316.4,2510,42.4,83,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01753,307.6,306.7,2439,84.5,138,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01754,297.1,308.4,1416,52.3,63,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01755,304.6,311.2,2789,84.7,80,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01756,304.1,313.5,2351,18.8,226,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01757,297.1,309.8,1896,76.4,42,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01758,305.9,307.3,1200,50.7,187,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01759,305.8,315.5,1385,42.6,144,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01760,300.7,313.2,1902,57.3,229,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01761,304.0,305.3,2166,57.9,65,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01762,300.0,311.1,2254,40.7,228,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01763,300.6,306.5,2516,71.2,226,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01764,297.4,313.3,2371,30.7,140,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01765,295.7,311.3,2573,34.9,186,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01766,301.4,315.4,1955,62.7,200,0.62,38,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01767,303.5,314.8,2333,79.9,31,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01768,300.4,313.0,1754,42.3,161,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01769,301.9,315.1,2631,62.8,123,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01770,300.0,311.3,1207,74.7,132,0.83,17,10,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01771,306.6,306.7,1721,53.8,140,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01772,297.1,309.2,2571,76.4,10,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01773,298.7,316.3,2216,61.2,110,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01774,298.6,317.3,2239,27.0,183,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01775,302.5,309.8,2113,33.0,226,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01776,306.7,307.0,2377,75.2,56,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01777,298.9,305.4,1892,57.2,99,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01778,299.0,305.4,2440,48.3,41,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01779,295.6,309.5,1658,60.3,43,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01780,307.7,314.3,1941,23.0,166,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01781,302.0,309.2,2546,17.9,195,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01782,305.6,307.8,1608,60.4,239,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01783,295.7,306.2,1292,18.4,48,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01784,303.8,317.9,1749,65.1,97,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01785,302.8,316.9,1486,75.0,101,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01786,307.3,317.7,1617,21.1,94,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01787,307.6,317.1,2745,53.5,28,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01788,306.3,308.6,2710,80.7,199,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01789,297.2,308.6,1231,56.0,17,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01790,302.7,312.3,2089,63.5,127,0.69,31,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01791,300.8,314.1,2568,79.0,59,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01792,302.3,316.3,1712,59.8,78,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01793,299.2,317.4,2564,62.6,216,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01794,298.8,308.9,1278,50.4,217,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01795,303.4,314.9,2086,21.8,198,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01796,304.4,311.0,1833,65.2,153,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01797,298.5,310.6,1254,67.9,244,0.92,12,4,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01798,302.2,310.2,2325,64.4,27,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01799,300.2,309.6,2146,28.9,28,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01800,301.5,308.4,2698,82.3,146,0.7,30,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01801,303.0,306.7,1688,33.8,213,0.27,73,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01802,298.9,309.9,2213,37.2,76,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01803,299.7,311.8,2384,59.6,247,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01804,298.7,314.5,1297,61.8,104,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01805,300.0,309.5,2714,65.7,211,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01806,295.2,305.8,2497,58.9,126,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01807,307.6,317.3,1213,58.3,247,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01808,296.6,310.8,1300,20.5,65,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01809,301.7,311.9,1527,58.1,84,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01810,301.1,308.1,2066,15.4,189,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01811,307.0,311.1,1205,31.7,12,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01812,305.5,306.5,1462,17.4,43,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01813,300.9,316.6,2471,46.6,193,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01814,303.5,315.6,2366,17.6,204,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01815,298.5,307.4,2547,32.3,88,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01816,300.7,311.0,1298,43.9,147,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01817,307.3,317.0,1542,15.2,167,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01818,305.0,307.0,1498,76.8,23,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01819,296.4,306.6,2673,68.0,206,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01820,296.2,312.6,1601,16.4,42,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01821,304.7,315.4,2261,58.8,200,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01822,307.9,312.1,1306,47.5,87,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01823,301.6,309.7,2023,74.7,132,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01824,307.9,309.2,2217,30.8,208,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01825,305.7,308.6,2423,32.6,225,0.35,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01826,296.2,312.9,2784,40.9,67,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01827,305.3,311.5,2400,47.4,245,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01828,305.6,316.4,2028,19.4,17,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01829,296.7,308.9,2626,36.5,82,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01830,298.4,307.8,2777,21.3,163,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01831,295.8,316.2,2022,59.9,10,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01832,297.9,310.5,1366,52.2,123,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01833,305.6,317.2,2284,51.0,154,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01834,301.4,316.3,1440,38.0,196,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01835,307.5,314.9,2711,72.0,10,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01836,303.5,316.9,2268,37.7,158,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01837,304.8,308.4,2041,21.8,188,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01838,300.0,310.6,1721,70.5,198,0.73,27,16,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01839,295.8,310.8,2120,77.2,217,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01840,302.0,312.6,2476,58.1,231,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01841,302.1,316.5,1561,69.6,97,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01842,306.0,315.4,1793,37.4,20,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01843,300.2,314.0,1731,83.3,14,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01844,301.3,316.0,1536,19.6,23,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01845,300.8,314.6,2790,31.1,201,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01846,304.3,311.1,1658,74.1,102,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01847,301.9,317.8,2303,84.8,159,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01848,298.6,313.0,2131,34.2,109,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01849,296.1,310.7,1959,47.3,176,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01850,304.8,316.8,2054,25.1,23,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01851,296.8,313.8,2712,80.2,247,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01852,307.5,317.2,1289,76.2,10,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01853,297.2,310.3,1754,50.1,48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01854,297.5,311.3,2547,30.0,67,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01855,303.3,314.8,2034,42.3,94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01856,304.6,310.8,2313,45.5,68,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01857,299.4,311.5,2086,36.0,134,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01858,299.9,317.8,2484,68.7,71,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01859,300.0,315.3,2753,51.1,154,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01860,307.0,307.6,1849,66.8,209,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01861,299.9,307.4,1853,64.0,15,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01862,297.9,306.7,1319,21.0,5,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01863,297.0,317.8,2591,51.8,20,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01864,307.7,307.6,1865,25.6,5,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01865,296.2,315.8,2631,58.6,181,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01866,305.9,307.4,1769,37.6,116,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01867,297.6,305.7,1776,36.0,26,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01868,299.4,308.4,2089,73.1,3,0.78,21,13,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01869,296.7,316.3,1596,60.2,18,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01870,304.3,305.6,2700,69.9,92,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01871,299.9,307.4,1774,49.4,83,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01872,300.3,309.4,2260,35.0,163,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01873,306.4,313.6,1799,56.2,228,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01874,302.7,309.0,1506,18.4,242,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01875,295.5,305.3,1350,69.8,160,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01876,304.8,305.3,2527,55.4,139,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01877,304.6,315.4,1753,17.4,183,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01878,307.3,315.5,1521,15.0,136,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01879,307.5,305.9,2336,61.1,230,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01880,307.0,310.4,1227,22.7,104,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01881,301.2,305.6,2593,22.8,103,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01882,300.4,314.6,1619,21.8,108,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01883,302.8,305.6,2163,80.8,54,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01884,305.1,308.9,1699,68.9,69,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01885,304.1,317.3,2352,81.2,236,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01886,299.8,316.7,2190,28.1,58,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01887,303.5,317.9,1838,79.5,11,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01888,305.8,315.6,1346,25.6,121,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01889,295.6,312.1,2719,19.2,232,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01890,295.0,308.0,1699,44.4,7,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01891,301.3,307.3,1255,58.0,152,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01892,305.9,308.1,2225,77.4,80,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01893,302.0,314.8,2677,55.5,95,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01894,304.4,312.1,2256,75.7,222,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01895,304.5,315.1,2293,34.1,127,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01896,304.9,305.4,1996,64.9,154,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01897,295.2,306.1,2551,62.1,156,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01898,306.9,316.5,1203,20.2,49,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01899,301.0,313.9,2359,54.9,20,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01900,303.3,309.9,1582,22.0,27,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01901,299.4,305.6,1487,17.3,123,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01902,300.0,317.0,2137,40.8,141,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01903,296.1,305.4,2316,52.1,16,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01904,303.2,312.5,1677,55.1,211,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01905,304.1,305.8,2163,66.0,135,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01906,301.5,314.6,1641,79.6,49,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01907,300.2,310.3,1480,65.4,102,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01908,295.6,308.4,2498,76.4,212,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01909,301.9,308.5,2264,32.4,147,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01910,297.4,306.8,2444,47.5,210,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01911,301.7,312.6,2712,37.9,24,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01912,296.2,315.4,1452,41.0,44,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
