asset_id,platform_name,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,hydraulic_pressure_psi,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
IND-ARMY-0390,NAMICA ATGM,298.9,310.0,2472,40.0,86,0.0684,194,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1515,Arjun Mk-II MBT,304.3,312.8,2142,67.6,136,0.1507,169,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1746,Arjun Mk-II MBT,305.8,314.2,1419,61.8,174,0.1852,181,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0905,NAMICA ATGM,301.0,309.0,2177,46.4,95,0.0579,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1285,Arjun Mk-II MBT,299.7,310.3,1605,35.4,23,0.0436,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0681,BMP-2 Sarath,296.3,307.8,2301,26.8,18,0.0488,187,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1935,K9 Vajra 155mm,313.8,320.8,2383,83.2,205,1.5502,149,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1752,T-90 Bhishma,312.3,322.9,2068,80.4,240,1.1845,137,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1136,T-90 Bhishma,300.7,307.8,2105,20.7,62,0.0423,194,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1419,K9 Vajra 155mm,306.4,315.2,1840,55.1,177,0.1641,182,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1097,K9 Vajra 155mm,297.9,310.3,2563,32.9,55,0.0621,199,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0683,BMP-2 Sarath,299.0,310.2,1381,22.4,100,0.0586,202,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0280,K9 Vajra 155mm,298.5,309.0,1300,43.9,104,0.0486,198,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0050,Arjun Mk-II MBT,296.7,309.6,1314,32.7,101,0.0727,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0624,Arjun Mk-II MBT,297.5,310.1,1760,40.9,75,0.0525,206,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0451,T-90 Bhishma,296.3,310.7,1625,36.7,44,0.0746,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1525,K9 Vajra 155mm,306.5,315.0,1320,64.2,172,0.1782,160,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0237,BMP-2 Sarath,297.5,308.7,1403,36.3,13,0.058,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0297,BMP-2 Sarath,297.3,306.8,1360,20.8,57,0.0519,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1727,BMP-2 Sarath,305.9,313.6,1891,54.6,127,0.1227,169,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0167,T-90 Bhishma,299.7,306.2,1766,38.7,27,0.0721,198,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0325,Arjun Mk-II MBT,300.7,310.2,1994,42.3,89,0.0479,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0709,K9 Vajra 155mm,296.9,311.0,2140,38.3,71,0.0639,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1668,NAMICA ATGM,302.9,316.9,1786,60.9,154,0.1921,183,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0641,NAMICA ATGM,297.2,307.1,2088,19.2,48,0.0464,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0527,T-90 Bhishma,300.5,307.0,2455,31.0,47,0.0513,192,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1768,T-90 Bhishma,309.0,318.5,1547,81.5,247,0.5607,152,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0778,BMP-2 Sarath,300.0,307.3,2245,25.2,57,0.0578,192,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0135,T-90 Bhishma,297.5,311.0,1384,43.6,10,0.0604,200,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0955,K9 Vajra 155mm,298.4,308.6,1704,38.4,49,0.0561,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1614,NAMICA ATGM,303.2,314.8,1547,51.5,157,0.1354,163,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0518,T-90 Bhishma,298.7,308.8,2483,31.7,51,0.0409,205,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1462,Arjun Mk-II MBT,305.5,312.4,2376,57.0,149,0.1667,182,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0996,K9 Vajra 155mm,297.8,307.4,1590,30.3,104,0.0693,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0138,BMP-2 Sarath,297.1,309.9,2317,32.2,80,0.0419,199,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0358,Arjun Mk-II MBT,296.5,309.3,1843,33.7,77,0.0724,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0702,NAMICA ATGM,296.5,310.6,1733,38.2,37,0.055,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0074,NAMICA ATGM,296.7,308.4,2469,31.0,58,0.0593,214,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0047,NAMICA ATGM,296.1,310.0,2566,30.7,49,0.0664,211,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1538,K9 Vajra 155mm,302.2,315.8,2308,58.9,138,0.1288,164,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0603,NAMICA ATGM,296.2,306.5,2532,45.3,107,0.0554,204,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0474,K9 Vajra 155mm,296.5,306.5,2091,28.8,12,0.0597,204,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0171,T-90 Bhishma,299.0,309.0,2413,35.6,35,0.0698,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1544,K9 Vajra 155mm,306.9,314.0,2187,66.1,159,0.1907,166,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1152,BMP-2 Sarath,298.1,308.7,2056,39.9,13,0.0584,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1907,BMP-2 Sarath,311.0,319.8,1338,82.5,215,1.5459,138,0.83,17,10,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1140,NAMICA ATGM,298.8,308.2,1453,42.8,100,0.0643,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0736,BMP-2 Sarath,299.9,306.2,1430,37.8,43,0.0719,185,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1209,Arjun Mk-II MBT,297.2,306.5,1999,33.7,10,0.0649,191,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0559,K9 Vajra 155mm,297.1,310.0,2011,22.0,64,0.0625,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1582,BMP-2 Sarath,303.7,313.0,1844,56.0,181,0.1303,180,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0145,K9 Vajra 155mm,297.7,309.2,1928,36.0,23,0.0742,186,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1412,T-90 Bhishma,302.6,314.4,2409,66.6,142,0.1922,170,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0214,T-90 Bhishma,299.2,310.9,1699,38.9,91,0.064,187,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0668,T-90 Bhishma,300.6,307.5,1675,26.3,45,0.0669,190,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1622,BMP-2 Sarath,304.6,315.9,1670,58.2,128,0.1476,168,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1456,NAMICA ATGM,306.9,313.4,2354,61.1,179,0.1918,172,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1533,NAMICA ATGM,304.3,314.8,2218,67.5,157,0.2033,160,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0127,BMP-2 Sarath,298.7,306.7,1825,20.5,67,0.0448,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1094,Arjun Mk-II MBT,298.4,309.9,1468,41.7,21,0.0738,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0652,NAMICA ATGM,296.3,307.2,2481,27.3,55,0.0606,185,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0992,NAMICA ATGM,299.0,310.6,1366,43.1,60,0.05,187,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0200,NAMICA ATGM,300.1,310.6,2374,23.2,64,0.064,192,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1700,Arjun Mk-II MBT,306.9,315.6,1996,59.7,138,0.1767,163,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0193,K9 Vajra 155mm,297.5,309.2,1774,36.2,34,0.0738,197,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0726,BMP-2 Sarath,300.0,310.9,1361,41.4,38,0.0767,207,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0368,K9 Vajra 155mm,296.4,307.0,1362,39.2,104,0.0729,188,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0556,K9 Vajra 155mm,298.4,309.7,2199,39.5,14,0.0404,205,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0425,BMP-2 Sarath,299.3,307.8,2112,38.4,21,0.0704,208,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1729,NAMICA ATGM,302.4,313.1,1707,53.3,124,0.2069,171,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1755,K9 Vajra 155mm,308.4,321.8,2427,87.9,236,0.4553,154,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1145,BMP-2 Sarath,296.3,309.3,1677,39.6,36,0.0537,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1372,NAMICA ATGM,300.1,306.1,1738,35.0,53,0.0534,206,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0590,Arjun Mk-II MBT,299.2,306.8,1521,43.4,89,0.047,199,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0871,BMP-2 Sarath,298.6,306.9,1678,36.9,72,0.0479,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1217,BMP-2 Sarath,299.5,307.9,1647,43.5,108,0.0422,186,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1649,Arjun Mk-II MBT,304.4,314.9,2078,57.1,156,0.1961,172,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0236,K9 Vajra 155mm,297.2,308.4,1564,20.3,97,0.057,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0426,NAMICA ATGM,296.1,307.7,2163,39.3,93,0.0653,191,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1954,K9 Vajra 155mm,311.6,322.5,2313,75.9,235,0.5512,144,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0493,T-90 Bhishma,297.5,307.6,1747,24.1,50,0.0652,199,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1802,Arjun Mk-II MBT,312.8,321.0,2036,84.8,204,0.7432,143,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1698,Arjun Mk-II MBT,306.9,313.0,2467,56.2,142,0.1881,170,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1239,K9 Vajra 155mm,298.0,307.2,2055,33.1,52,0.0673,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0543,BMP-2 Sarath,298.9,306.4,2174,24.6,94,0.0424,201,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0867,BMP-2 Sarath,299.5,308.5,1661,40.5,56,0.0462,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1672,T-90 Bhishma,306.8,313.8,2466,63.7,162,0.1847,160,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0162,K9 Vajra 155mm,296.4,307.0,1716,45.2,26,0.0695,207,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0345,NAMICA ATGM,296.8,310.4,1760,36.1,41,0.0644,212,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0269,BMP-2 Sarath,300.2,306.6,2038,37.7,75,0.0638,187,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0295,T-90 Bhishma,296.2,309.4,2122,26.8,26,0.0428,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1638,T-90 Bhishma,306.9,312.3,2150,65.9,162,0.1369,181,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1561,NAMICA ATGM,306.7,315.6,2388,60.8,120,0.1649,182,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1001,BMP-2 Sarath,297.5,310.1,2078,46.3,44,0.0545,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0922,BMP-2 Sarath,298.5,308.7,1661,42.7,97,0.0616,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0159,T-90 Bhishma,297.2,308.0,1378,31.3,67,0.0539,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0169,BMP-2 Sarath,298.4,308.5,1306,41.9,61,0.0658,189,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0250,K9 Vajra 155mm,299.4,308.8,2011,33.8,26,0.0751,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0807,NAMICA ATGM,299.6,307.2,1508,40.4,102,0.0712,213,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0274,NAMICA ATGM,298.4,309.0,1656,32.4,54,0.0687,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1101,Arjun Mk-II MBT,300.0,308.1,1818,33.1,105,0.0418,198,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1000,BMP-2 Sarath,297.9,307.1,2265,35.5,53,0.0479,196,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1739,BMP-2 Sarath,305.7,315.7,1429,53.6,120,0.1837,165,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1009,NAMICA ATGM,297.4,310.6,2213,23.3,69,0.04,188,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1311,Arjun Mk-II MBT,299.5,307.1,2293,41.7,106,0.0467,205,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1026,NAMICA ATGM,299.7,310.6,2115,18.2,15,0.0458,194,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0850,K9 Vajra 155mm,297.3,307.5,1758,45.7,62,0.0617,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0671,BMP-2 Sarath,299.8,306.6,2481,37.3,48,0.0533,207,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1570,BMP-2 Sarath,303.9,316.3,2330,50.6,157,0.2083,160,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0506,Arjun Mk-II MBT,300.1,306.4,1842,30.1,62,0.0508,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0509,T-90 Bhishma,300.0,306.3,1757,43.7,64,0.0578,211,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0540,NAMICA ATGM,296.1,311.0,1808,22.8,69,0.0426,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0900,NAMICA ATGM,298.6,307.1,2594,30.0,38,0.0407,212,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0022,NAMICA ATGM,299.4,309.1,1621,44.6,23,0.0438,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0079,NAMICA ATGM,297.9,308.8,2486,24.0,97,0.0583,214,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1740,T-90 Bhishma,303.6,314.5,2049,63.2,181,0.1962,164,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0604,T-90 Bhishma,298.0,310.3,1355,26.3,81,0.0797,201,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0158,K9 Vajra 155mm,299.9,307.7,2321,39.8,87,0.0428,199,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0107,K9 Vajra 155mm,300.6,309.0,2265,38.1,28,0.0543,205,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0330,BMP-2 Sarath,297.7,307.8,1502,22.3,109,0.0634,191,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0934,BMP-2 Sarath,299.3,309.0,2504,38.7,20,0.0641,210,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0040,K9 Vajra 155mm,300.4,307.3,1973,44.2,108,0.0519,200,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1522,BMP-2 Sarath,306.6,313.8,1773,59.5,129,0.1672,161,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0963,Arjun Mk-II MBT,299.8,307.8,1349,35.8,74,0.0548,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1037,BMP-2 Sarath,297.4,310.4,1642,34.4,34,0.0692,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1393,T-90 Bhishma,297.3,308.1,1532,40.8,39,0.077,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1081,T-90 Bhishma,298.2,307.3,2092,24.2,109,0.0795,205,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1067,Arjun Mk-II MBT,299.7,307.5,1909,39.0,27,0.0549,191,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1079,BMP-2 Sarath,296.9,306.5,2186,33.9,32,0.0509,185,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1827,K9 Vajra 155mm,310.8,323.1,1725,87.6,198,1.3163,158,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0418,T-90 Bhishma,298.3,308.3,1581,29.1,55,0.0544,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0272,Arjun Mk-II MBT,298.4,309.7,2148,30.5,104,0.0476,190,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0638,NAMICA ATGM,296.8,310.8,2317,26.3,65,0.051,201,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1677,Arjun Mk-II MBT,305.5,313.8,1454,61.0,129,0.1349,163,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1567,T-90 Bhishma,306.3,315.1,1591,66.7,141,0.1576,181,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1840,BMP-2 Sarath,308.4,323.4,2287,75.6,225,1.5425,147,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0664,Arjun Mk-II MBT,298.0,308.3,1838,20.1,74,0.0697,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1360,K9 Vajra 155mm,299.6,309.3,2085,30.2,30,0.0693,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1922,BMP-2 Sarath,310.0,322.0,1395,71.9,237,0.7823,150,0.75,25,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0144,Arjun Mk-II MBT,296.4,306.9,1787,44.4,30,0.0525,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1881,Arjun Mk-II MBT,313.2,318.8,1912,75.6,190,0.4271,143,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1417,NAMICA ATGM,306.7,313.4,1682,60.7,169,0.1515,165,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0829,NAMICA ATGM,297.3,308.9,1552,20.0,98,0.0527,203,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1658,K9 Vajra 155mm,305.7,312.9,2590,54.1,169,0.1598,160,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0018,NAMICA ATGM,299.4,307.3,1345,28.4,27,0.0491,206,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1459,Arjun Mk-II MBT,302.9,314.9,2473,54.0,145,0.2102,164,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1776,BMP-2 Sarath,310.5,320.7,2066,87.9,228,1.4081,150,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1264,Arjun Mk-II MBT,300.7,308.6,1617,36.3,28,0.0522,211,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1696,Arjun Mk-II MBT,305.2,316.6,1731,56.5,133,0.1507,182,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0686,K9 Vajra 155mm,299.7,307.5,2496,25.5,13,0.0496,213,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1900,T-90 Bhishma,309.2,318.8,1796,87.7,202,0.4102,141,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1369,T-90 Bhishma,296.8,310.1,1521,39.5,100,0.0747,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0967,K9 Vajra 155mm,296.4,306.6,2031,35.4,102,0.065,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1546,Arjun Mk-II MBT,302.2,315.9,2534,63.0,162,0.2161,175,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0147,Arjun Mk-II MBT,298.6,306.8,1749,30.3,32,0.0472,187,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1879,T-90 Bhishma,311.1,323.9,1830,73.6,212,0.8818,138,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1908,K9 Vajra 155mm,310.7,319.2,1457,86.2,218,1.0873,153,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0354,NAMICA ATGM,296.1,306.5,1696,37.3,105,0.0513,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1301,T-90 Bhishma,300.9,306.6,1985,21.3,38,0.0402,199,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0591,Arjun Mk-II MBT,296.2,308.4,1648,33.7,64,0.0467,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1797,Arjun Mk-II MBT,310.5,321.3,2558,71.8,204,0.4223,153,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1335,K9 Vajra 155mm,296.3,310.2,1384,44.5,22,0.0784,210,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0449,BMP-2 Sarath,298.9,306.4,1761,43.1,105,0.0472,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1867,K9 Vajra 155mm,311.1,321.8,1454,78.9,234,0.6332,142,0.73,27,16,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0232,Arjun Mk-II MBT,298.0,307.1,1335,40.7,97,0.0773,191,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0076,T-90 Bhishma,300.2,310.3,2467,32.2,11,0.0749,187,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0916,K9 Vajra 155mm,298.0,310.4,1435,28.8,72,0.0487,198,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0861,K9 Vajra 155mm,300.6,307.1,1452,21.3,29,0.071,196,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1497,Arjun Mk-II MBT,306.1,312.8,2578,54.7,131,0.1871,163,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
